SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26,ANNOTATOR_27
521,ar-en,fl,10,nan,nan,91.0,nan,nan,nan,100.0,nan,86.0,94.0,100.0,nan,96.0,75.0,96.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan
522,ar-en,fl,10,nan,nan,89.0,nan,nan,nan,55.0,nan,25.0,56.0,71.0,nan,71.0,46.0,56.0,nan,nan,nan,25.0,nan,47.0,nan,nan,nan,nan,nan,nan
523,ar-en,fl,10,nan,nan,95.0,nan,nan,nan,59.0,nan,40.0,97.0,100.0,nan,75.0,89.0,77.0,nan,nan,nan,75.0,nan,87.0,nan,nan,nan,nan,nan,nan
524,ar-en,fl,10,nan,nan,100.0,nan,nan,nan,100.0,nan,100.0,100.0,100.0,nan,100.0,88.0,97.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan
525,ar-en,fl,10,nan,nan,98.0,nan,nan,nan,100.0,nan,80.0,92.0,100.0,nan,100.0,88.0,86.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan
526,ar-en,fl,10,nan,nan,91.0,nan,nan,nan,88.0,nan,76.0,100.0,100.0,nan,100.0,88.0,97.0,nan,nan,nan,92.0,nan,75.0,nan,nan,nan,nan,nan,nan
527,ar-en,fl,10,nan,nan,100.0,nan,nan,nan,100.0,nan,99.0,100.0,100.0,nan,100.0,88.0,97.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan
528,ar-en,fl,10,nan,nan,91.0,nan,nan,nan,100.0,nan,79.0,100.0,100.0,nan,100.0,88.0,96.0,nan,nan,nan,96.0,nan,100.0,nan,nan,nan,nan,nan,nan
529,ar-en,fl,10,nan,nan,89.0,nan,nan,nan,100.0,nan,75.0,100.0,100.0,nan,90.0,89.0,96.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan
530,ar-en,fl,10,nan,nan,94.0,nan,nan,nan,73.0,nan,44.0,86.0,61.0,nan,79.0,67.0,62.0,nan,nan,nan,25.0,nan,51.0,nan,nan,nan,nan,nan,nan
531,ar-en,fl,10,nan,nan,87.0,nan,nan,nan,41.0,nan,24.0,92.0,69.0,nan,83.0,67.0,60.0,nan,nan,nan,38.0,nan,59.0,nan,nan,nan,nan,nan,nan
532,ar-en,fl,10,nan,nan,91.0,nan,nan,nan,100.0,nan,100.0,100.0,100.0,nan,100.0,87.0,96.0,nan,nan,nan,88.0,nan,60.0,nan,nan,nan,nan,nan,nan
533,ar-en,fl,9,nan,nan,97.0,nan,nan,nan,nan,nan,25.0,62.0,100.0,61.0,95.0,37.0,95.0,100.0,nan,nan,nan,nan,nan,91.0,nan,nan,nan,nan,nan
534,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,100.0,91.0,100.0,87.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
535,ar-en,fl,9,nan,nan,90.0,nan,nan,nan,nan,nan,65.0,53.0,95.0,91.0,86.0,53.0,88.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
536,ar-en,fl,9,nan,nan,87.0,nan,nan,nan,nan,nan,91.0,58.0,78.0,61.0,92.0,56.0,74.0,100.0,nan,nan,nan,nan,nan,64.0,nan,nan,nan,nan,nan
537,ar-en,fl,9,nan,nan,86.0,nan,nan,nan,nan,nan,75.0,62.0,100.0,85.0,77.0,45.0,85.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
538,ar-en,fl,9,nan,nan,99.0,nan,nan,nan,nan,nan,100.0,100.0,93.0,93.0,99.0,85.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
539,ar-en,fl,9,nan,nan,83.0,nan,nan,nan,nan,nan,86.0,57.0,87.0,64.0,87.0,72.0,74.0,100.0,nan,nan,nan,nan,nan,86.0,nan,nan,nan,nan,nan
540,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,86.0,100.0,88.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
541,ar-en,fl,9,nan,nan,92.0,nan,nan,nan,nan,nan,59.0,33.0,79.0,76.0,75.0,31.0,82.0,30.0,nan,nan,nan,nan,nan,83.0,nan,nan,nan,nan,nan
542,ar-en,fl,9,nan,nan,81.0,nan,nan,nan,nan,nan,48.0,77.0,86.0,84.0,75.0,55.0,66.0,95.0,nan,nan,nan,nan,nan,79.0,nan,nan,nan,nan,nan
543,ar-en,fl,9,nan,nan,81.0,nan,nan,nan,nan,nan,60.0,100.0,84.0,74.0,100.0,62.0,70.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
544,ar-en,fl,9,nan,nan,83.0,nan,nan,nan,nan,nan,63.0,34.0,77.0,59.0,75.0,43.0,27.0,98.0,nan,nan,nan,nan,nan,26.0,nan,nan,nan,nan,nan
545,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,100.0,85.0,100.0,76.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
546,ar-en,fl,9,nan,nan,74.0,nan,nan,nan,nan,nan,74.0,44.0,80.0,62.0,92.0,35.0,7.0,88.0,nan,nan,nan,nan,nan,25.0,nan,nan,nan,nan,nan
547,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,81.0,100.0,85.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
548,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,81.0,100.0,89.0,98.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
549,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,86.0,100.0,86.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
550,ar-en,fl,9,nan,nan,97.0,nan,nan,nan,nan,nan,75.0,84.0,100.0,85.0,92.0,87.0,85.0,100.0,nan,nan,nan,nan,nan,92.0,nan,nan,nan,nan,nan
551,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,100.0,87.0,99.0,89.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
552,ar-en,fl,9,nan,nan,97.0,nan,nan,nan,nan,nan,62.0,36.0,77.0,62.0,92.0,64.0,81.0,96.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan
553,ar-en,fl,9,nan,nan,94.0,nan,nan,nan,nan,nan,88.0,100.0,98.0,79.0,95.0,74.0,91.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
554,ar-en,fl,9,nan,nan,93.0,nan,nan,nan,nan,nan,80.0,56.0,100.0,82.0,100.0,85.0,85.0,100.0,nan,nan,nan,nan,nan,64.0,nan,nan,nan,nan,nan
555,ar-en,fl,9,nan,nan,87.0,nan,nan,nan,nan,nan,76.0,66.0,80.0,85.0,87.0,68.0,74.0,100.0,nan,nan,nan,nan,nan,59.0,nan,nan,nan,nan,nan
556,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,100.0,68.0,100.0,86.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
557,ar-en,fl,9,nan,nan,79.0,nan,nan,nan,nan,nan,63.0,38.0,68.0,74.0,89.0,72.0,45.0,98.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan
558,ar-en,fl,9,nan,nan,77.0,nan,nan,nan,nan,nan,49.0,39.0,71.0,73.0,84.0,42.0,28.0,85.0,nan,nan,nan,nan,nan,33.0,nan,nan,nan,nan,nan
559,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,81.0,100.0,91.0,98.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
560,ar-en,fl,9,nan,nan,97.0,nan,nan,nan,nan,nan,66.0,100.0,97.0,75.0,100.0,82.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
561,ar-en,fl,9,nan,nan,97.0,nan,nan,nan,nan,nan,55.0,82.0,84.0,76.0,85.0,88.0,86.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
562,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,96.0,78.0,100.0,78.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
563,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,81.0,100.0,88.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
564,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,75.0,100.0,76.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
565,ar-en,fl,9,nan,nan,99.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,67.0,100.0,88.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
566,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,74.0,100.0,88.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
567,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,88.0,100.0,80.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
568,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,59.0,100.0,78.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
569,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,74.0,100.0,83.0,95.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
570,ar-en,fl,9,nan,nan,90.0,nan,nan,nan,nan,nan,87.0,65.0,86.0,70.0,100.0,73.0,96.0,100.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan
571,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,93.0,100.0,100.0,74.0,87.0,72.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
572,ar-en,fl,9,nan,nan,93.0,nan,nan,nan,nan,nan,25.0,74.0,86.0,67.0,75.0,59.0,35.0,100.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan
573,ar-en,fl,8,nan,nan,99.0,nan,nan,nan,nan,nan,51.0,57.0,nan,74.0,80.0,58.0,38.0,95.0,nan,nan,nan,nan,nan,88.0,nan,nan,nan,nan,nan
574,ar-en,fl,8,nan,nan,96.0,nan,nan,nan,nan,nan,64.0,89.0,nan,80.0,88.0,52.0,89.0,100.0,nan,nan,nan,nan,nan,96.0,nan,nan,nan,nan,nan
575,ar-en,fl,8,nan,nan,99.0,nan,nan,nan,nan,nan,48.0,82.0,nan,83.0,96.0,64.0,91.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
576,ar-en,fl,8,nan,nan,90.0,nan,nan,nan,nan,nan,76.0,85.0,nan,85.0,96.0,85.0,84.0,100.0,nan,nan,nan,nan,nan,96.0,nan,nan,nan,nan,nan
577,ar-en,fl,8,nan,nan,99.0,nan,nan,nan,nan,nan,83.0,81.0,nan,81.0,100.0,71.0,86.0,100.0,nan,nan,nan,nan,nan,86.0,nan,nan,nan,nan,nan
578,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,nan,78.0,100.0,88.0,94.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
579,ar-en,fl,8,nan,nan,99.0,nan,nan,nan,nan,nan,84.0,80.0,nan,77.0,87.0,75.0,94.0,100.0,nan,nan,nan,nan,nan,94.0,nan,nan,nan,nan,nan
580,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,nan,84.0,100.0,88.0,96.0,100.0,nan,nan,nan,nan,nan,99.0,nan,nan,nan,nan,nan
581,ar-en,fl,8,nan,nan,93.0,nan,nan,nan,nan,nan,48.0,83.0,nan,84.0,90.0,45.0,46.0,100.0,nan,nan,nan,nan,nan,98.0,nan,nan,nan,nan,nan
582,ar-en,fl,8,nan,nan,91.0,nan,nan,nan,nan,nan,73.0,100.0,nan,80.0,79.0,45.0,59.0,100.0,nan,nan,nan,nan,nan,86.0,nan,nan,nan,nan,nan
583,ar-en,fl,8,nan,nan,89.0,nan,nan,nan,nan,nan,68.0,90.0,nan,76.0,89.0,47.0,40.0,100.0,nan,nan,nan,nan,nan,52.0,nan,nan,nan,nan,nan
584,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,nan,81.0,100.0,88.0,94.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
585,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,75.0,100.0,nan,81.0,83.0,77.0,94.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
586,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,nan,75.0,96.0,85.0,94.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
587,ar-en,fl,8,nan,nan,99.0,nan,nan,nan,nan,nan,100.0,100.0,nan,83.0,100.0,85.0,95.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
588,ar-en,fl,8,nan,nan,94.0,nan,nan,nan,nan,nan,75.0,58.0,nan,95.0,79.0,77.0,96.0,100.0,nan,nan,nan,nan,nan,32.0,nan,nan,nan,nan,nan
589,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,nan,90.0,100.0,90.0,95.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
590,ar-en,fl,8,nan,nan,93.0,nan,nan,nan,nan,nan,75.0,81.0,nan,75.0,87.0,47.0,67.0,100.0,nan,nan,nan,nan,nan,68.0,nan,nan,nan,nan,nan
591,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,nan,88.0,100.0,86.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
592,ar-en,fl,8,nan,nan,90.0,nan,nan,nan,nan,nan,88.0,100.0,nan,84.0,85.0,65.0,73.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
593,ar-en,fl,8,nan,nan,90.0,nan,nan,nan,nan,nan,85.0,99.0,nan,92.0,80.0,68.0,70.0,100.0,nan,nan,nan,nan,nan,88.0,nan,nan,nan,nan,nan
594,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,nan,90.0,100.0,92.0,95.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
595,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,nan,89.0,88.0,90.0,98.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
596,ar-en,fl,8,nan,nan,78.0,nan,nan,nan,nan,nan,44.0,65.0,nan,77.0,80.0,59.0,31.0,100.0,nan,nan,nan,nan,nan,96.0,nan,nan,nan,nan,nan
597,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,nan,98.0,99.0,77.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
598,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,nan,96.0,100.0,89.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
599,ar-en,fl,8,nan,nan,93.0,nan,nan,nan,nan,nan,57.0,35.0,nan,86.0,78.0,43.0,54.0,100.0,nan,nan,nan,nan,nan,88.0,nan,nan,nan,nan,nan
600,ar-en,fl,8,nan,nan,99.0,nan,nan,nan,nan,nan,100.0,100.0,nan,90.0,100.0,89.0,95.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
601,ar-en,fl,8,nan,nan,92.0,nan,nan,nan,nan,nan,75.0,100.0,nan,91.0,78.0,43.0,46.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
602,ar-en,fl,8,nan,nan,99.0,nan,nan,nan,nan,nan,88.0,100.0,nan,92.0,99.0,88.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
603,ar-en,fl,8,nan,nan,78.0,nan,nan,nan,nan,nan,44.0,100.0,nan,92.0,83.0,57.0,73.0,100.0,nan,nan,nan,nan,nan,43.0,nan,nan,nan,nan,nan
604,ar-en,fl,8,nan,nan,94.0,nan,nan,nan,nan,nan,67.0,100.0,nan,90.0,89.0,47.0,58.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
605,ar-en,fl,8,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,nan,92.0,87.0,89.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
606,ar-en,fl,8,nan,nan,88.0,nan,nan,nan,nan,nan,99.0,100.0,nan,97.0,88.0,89.0,83.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
607,ar-en,fl,8,nan,nan,90.0,nan,nan,nan,nan,nan,99.0,100.0,nan,91.0,91.0,89.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
608,ar-en,fl,8,nan,nan,88.0,nan,nan,nan,nan,nan,74.0,87.0,nan,91.0,86.0,47.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
609,ar-en,fl,8,nan,nan,91.0,nan,nan,nan,nan,nan,74.0,75.0,nan,73.0,78.0,70.0,95.0,100.0,nan,nan,nan,nan,nan,83.0,nan,nan,nan,nan,nan
610,ar-en,fl,8,nan,nan,78.0,nan,nan,nan,nan,nan,99.0,76.0,nan,87.0,97.0,47.0,95.0,100.0,nan,nan,nan,nan,nan,92.0,nan,nan,nan,nan,nan
611,ar-en,fl,8,nan,nan,99.0,nan,nan,nan,nan,nan,100.0,100.0,nan,85.0,98.0,90.0,95.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
612,ar-en,fl,8,nan,nan,89.0,nan,nan,nan,nan,nan,77.0,100.0,nan,85.0,90.0,68.0,66.0,100.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan
613,ar-en,fl,8,nan,nan,83.0,nan,nan,nan,nan,nan,64.0,100.0,nan,89.0,89.0,54.0,76.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
614,ar-en,fl,8,nan,nan,98.0,nan,nan,nan,nan,nan,79.0,100.0,nan,82.0,88.0,88.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
615,ar-en,fl,9,nan,nan,82.0,nan,nan,nan,nan,nan,74.0,100.0,85.0,81.0,92.0,89.0,92.0,100.0,nan,nan,nan,nan,nan,99.0,nan,nan,nan,nan,nan
616,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,100.0,85.0,100.0,88.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
617,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,75.0,98.0,98.0,87.0,100.0,90.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
618,ar-en,fl,9,nan,nan,97.0,nan,nan,nan,nan,nan,51.0,100.0,99.0,93.0,80.0,81.0,80.0,100.0,nan,nan,nan,nan,nan,87.0,nan,nan,nan,nan,nan
619,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,62.0,100.0,74.0,94.0,77.0,81.0,96.0,100.0,nan,nan,nan,nan,nan,99.0,nan,nan,nan,nan,nan
620,ar-en,fl,9,nan,nan,96.0,nan,nan,nan,nan,nan,36.0,92.0,71.0,84.0,76.0,75.0,81.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
621,ar-en,fl,9,nan,nan,99.0,nan,nan,nan,nan,nan,76.0,97.0,100.0,87.0,90.0,84.0,93.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
622,ar-en,fl,9,nan,nan,88.0,nan,nan,nan,nan,nan,67.0,66.0,78.0,76.0,82.0,70.0,67.0,100.0,nan,nan,nan,nan,nan,76.0,nan,nan,nan,nan,nan
623,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,77.0,99.0,89.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
624,ar-en,fl,9,nan,nan,97.0,nan,nan,nan,nan,nan,76.0,74.0,87.0,77.0,90.0,77.0,77.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
625,ar-en,fl,9,nan,nan,92.0,nan,nan,nan,nan,nan,48.0,80.0,66.0,85.0,75.0,72.0,57.0,100.0,nan,nan,nan,nan,nan,73.0,nan,nan,nan,nan,nan
626,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,99.0,100.0,100.0,96.0,100.0,93.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
627,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,89.0,88.0,94.0,91.0,92.0,92.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
628,ar-en,fl,9,nan,nan,88.0,nan,nan,nan,nan,nan,83.0,95.0,67.0,85.0,88.0,73.0,96.0,100.0,nan,nan,nan,nan,nan,83.0,nan,nan,nan,nan,nan
629,ar-en,fl,9,nan,nan,89.0,nan,nan,nan,nan,nan,77.0,72.0,59.0,81.0,94.0,71.0,73.0,100.0,nan,nan,nan,nan,nan,88.0,nan,nan,nan,nan,nan
630,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,95.0,100.0,93.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
631,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,77.0,100.0,93.0,95.0,87.0,76.0,96.0,100.0,nan,nan,nan,nan,nan,96.0,nan,nan,nan,nan,nan
632,ar-en,fl,9,nan,nan,91.0,nan,nan,nan,nan,nan,75.0,58.0,69.0,97.0,81.0,69.0,67.0,100.0,nan,nan,nan,nan,nan,92.0,nan,nan,nan,nan,nan
633,ar-en,fl,9,nan,nan,99.0,nan,nan,nan,nan,nan,93.0,100.0,86.0,94.0,100.0,74.0,95.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
634,ar-en,fl,9,nan,nan,80.0,nan,nan,nan,nan,nan,99.0,100.0,89.0,96.0,94.0,70.0,93.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
635,ar-en,fl,9,nan,nan,95.0,nan,nan,nan,nan,nan,76.0,84.0,68.0,77.0,81.0,66.0,65.0,100.0,nan,nan,nan,nan,nan,88.0,nan,nan,nan,nan,nan
636,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,84.0,100.0,88.0,97.0,80.0,88.0,95.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
637,ar-en,fl,9,nan,nan,87.0,nan,nan,nan,nan,nan,84.0,86.0,72.0,93.0,79.0,75.0,96.0,100.0,nan,nan,nan,nan,nan,83.0,nan,nan,nan,nan,nan
638,ar-en,fl,9,nan,nan,99.0,nan,nan,nan,nan,nan,100.0,100.0,90.0,96.0,100.0,84.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
639,ar-en,fl,9,nan,nan,99.0,nan,nan,nan,nan,nan,65.0,100.0,64.0,97.0,92.0,87.0,71.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
640,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,98.0,100.0,87.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
641,ar-en,fl,9,nan,nan,96.0,nan,nan,nan,nan,nan,84.0,82.0,70.0,99.0,77.0,69.0,95.0,100.0,nan,nan,nan,nan,nan,75.0,nan,nan,nan,nan,nan
642,ar-en,fl,9,nan,nan,86.0,nan,nan,nan,nan,nan,87.0,87.0,65.0,99.0,65.0,67.0,65.0,89.0,nan,nan,nan,nan,nan,91.0,nan,nan,nan,nan,nan
643,ar-en,fl,9,nan,nan,90.0,nan,nan,nan,nan,nan,83.0,100.0,97.0,90.0,77.0,67.0,73.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
644,ar-en,fl,9,nan,nan,90.0,nan,nan,nan,nan,nan,100.0,100.0,95.0,91.0,87.0,79.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
645,ar-en,fl,9,nan,nan,89.0,nan,nan,nan,nan,nan,67.0,87.0,89.0,91.0,92.0,68.0,68.0,98.0,nan,nan,nan,nan,nan,93.0,nan,nan,nan,nan,nan
646,ar-en,fl,9,nan,nan,91.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,97.0,93.0,72.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
647,ar-en,fl,9,nan,nan,88.0,nan,nan,nan,nan,nan,65.0,72.0,59.0,76.0,58.0,63.0,35.0,97.0,nan,nan,nan,nan,nan,76.0,nan,nan,nan,nan,nan
648,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,88.0,100.0,83.0,97.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
649,ar-en,fl,9,nan,nan,95.0,nan,nan,nan,nan,nan,79.0,93.0,93.0,87.0,95.0,71.0,96.0,100.0,nan,nan,nan,nan,nan,98.0,nan,nan,nan,nan,nan
650,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,100.0,100.0,100.0,77.0,100.0,88.0,96.0,100.0,nan,nan,nan,nan,nan,100.0,nan,nan,nan,nan,nan
651,ar-en,fl,9,nan,nan,85.0,nan,nan,nan,nan,nan,81.0,90.0,77.0,83.0,78.0,74.0,95.0,100.0,nan,nan,nan,nan,nan,76.0,nan,nan,nan,nan,nan
652,ar-en,fl,9,nan,nan,73.0,nan,nan,nan,nan,nan,67.0,88.0,nan,69.0,82.0,55.0,45.0,100.0,nan,nan,nan,nan,nan,95.0,50.0,nan,nan,nan,nan
653,ar-en,fl,9,nan,nan,100.0,nan,nan,nan,nan,nan,89.0,100.0,nan,79.0,93.0,74.0,98.0,100.0,nan,nan,nan,nan,nan,100.0,75.0,nan,nan,nan,nan
