SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26,ANNOTATOR_27
350,ar-en,bl,9,nan,nan,70.0,nan,nan,98.0,nan,nan,53.0,61.0,nan,46.0,nan,nan,87.0,100.0,98.0,nan,nan,nan,nan,20.0,50.0,nan,nan,nan,nan
351,ar-en,bl,9,nan,nan,95.0,nan,nan,93.0,nan,nan,65.0,89.0,nan,38.0,nan,nan,90.0,98.0,96.0,nan,nan,nan,nan,32.0,100.0,nan,nan,nan,nan
352,ar-en,bl,9,nan,nan,93.0,nan,nan,54.0,nan,nan,42.0,38.0,nan,63.0,nan,nan,70.0,98.0,96.0,nan,nan,nan,nan,7.0,75.0,nan,nan,nan,nan
353,ar-en,bl,9,nan,nan,95.0,nan,nan,99.0,nan,nan,89.0,75.0,nan,96.0,nan,nan,99.0,100.0,98.0,nan,nan,nan,nan,100.0,100.0,nan,nan,nan,nan
354,ar-en,bl,9,nan,nan,87.0,nan,nan,81.0,nan,nan,56.0,43.0,nan,57.0,nan,nan,98.0,97.0,95.0,nan,nan,nan,nan,100.0,75.0,nan,nan,nan,nan
355,ar-en,bl,9,nan,nan,97.0,nan,nan,99.0,nan,nan,88.0,99.0,nan,74.0,nan,nan,99.0,100.0,98.0,nan,nan,nan,nan,99.0,100.0,nan,nan,nan,nan
356,ar-en,bl,9,nan,nan,95.0,nan,nan,100.0,nan,nan,87.0,99.0,nan,77.0,nan,nan,99.0,100.0,98.0,nan,nan,nan,nan,99.0,100.0,nan,nan,nan,nan
357,ar-en,bl,9,nan,nan,30.0,nan,nan,92.0,nan,nan,41.0,20.0,nan,42.0,nan,nan,54.0,100.0,98.0,nan,nan,nan,nan,36.0,75.0,nan,nan,nan,nan
358,ar-en,bl,9,nan,nan,96.0,nan,nan,99.0,nan,nan,88.0,100.0,nan,73.0,nan,nan,99.0,100.0,99.0,nan,nan,nan,nan,99.0,100.0,nan,nan,nan,nan
359,ar-en,bl,9,nan,nan,82.0,nan,nan,92.0,nan,nan,77.0,94.0,nan,75.0,nan,nan,67.0,100.0,98.0,nan,nan,nan,nan,99.0,75.0,nan,nan,nan,nan
360,ar-en,bl,9,nan,nan,97.0,nan,nan,99.0,nan,nan,87.0,100.0,nan,76.0,nan,nan,98.0,100.0,99.0,nan,nan,nan,nan,99.0,100.0,nan,nan,nan,nan
361,ar-en,bl,9,nan,nan,96.0,nan,nan,100.0,nan,nan,89.0,99.0,nan,99.0,nan,nan,98.0,100.0,100.0,nan,nan,nan,nan,99.0,100.0,nan,nan,nan,nan
362,ar-en,bl,9,100.0,nan,95.0,nan,nan,94.0,nan,nan,71.0,99.0,nan,93.0,nan,nan,98.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
363,ar-en,bl,9,90.0,nan,73.0,nan,nan,93.0,nan,nan,84.0,89.0,nan,70.0,nan,nan,98.0,97.0,97.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
364,ar-en,bl,9,91.0,nan,89.0,nan,nan,80.0,nan,nan,72.0,100.0,nan,90.0,nan,nan,96.0,100.0,95.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
365,ar-en,bl,9,99.0,nan,85.0,nan,nan,96.0,nan,nan,86.0,99.0,nan,97.0,nan,nan,98.0,100.0,96.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
366,ar-en,bl,9,100.0,nan,95.0,nan,nan,93.0,nan,nan,90.0,100.0,nan,99.0,nan,nan,98.0,100.0,96.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
367,ar-en,bl,9,100.0,nan,94.0,nan,nan,81.0,nan,nan,91.0,99.0,nan,99.0,nan,nan,97.0,100.0,95.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
368,ar-en,bl,9,63.0,nan,96.0,nan,nan,81.0,nan,nan,88.0,100.0,nan,99.0,nan,nan,98.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
369,ar-en,bl,9,93.0,nan,77.0,nan,nan,85.0,nan,nan,55.0,85.0,nan,89.0,nan,nan,97.0,98.0,96.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
370,ar-en,bl,9,100.0,nan,88.0,nan,nan,96.0,nan,nan,88.0,97.0,nan,97.0,nan,nan,97.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
371,ar-en,bl,9,100.0,nan,93.0,nan,nan,92.0,nan,nan,86.0,100.0,nan,93.0,nan,nan,96.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
372,ar-en,bl,9,100.0,nan,93.0,nan,nan,92.0,nan,nan,90.0,99.0,nan,96.0,nan,nan,98.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
373,ar-en,bl,9,100.0,nan,92.0,nan,nan,86.0,nan,nan,88.0,99.0,nan,90.0,nan,nan,98.0,100.0,97.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
374,ar-en,bl,9,100.0,nan,96.0,nan,nan,94.0,nan,nan,88.0,100.0,nan,95.0,nan,nan,96.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
375,ar-en,bl,9,88.0,nan,82.0,nan,nan,83.0,nan,nan,55.0,99.0,nan,70.0,nan,nan,89.0,86.0,94.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
376,ar-en,bl,9,100.0,nan,93.0,nan,nan,98.0,nan,nan,87.0,99.0,nan,98.0,nan,nan,82.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
377,ar-en,bl,9,81.0,nan,74.0,nan,nan,98.0,nan,nan,43.0,88.0,nan,75.0,nan,nan,97.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
378,ar-en,bl,9,92.0,nan,94.0,nan,nan,95.0,nan,nan,61.0,75.0,nan,78.0,nan,nan,97.0,100.0,95.0,nan,nan,99.0,nan,nan,nan,nan,nan,nan,nan
379,ar-en,bl,9,89.0,nan,84.0,nan,nan,92.0,nan,nan,77.0,86.0,nan,58.0,nan,nan,84.0,92.0,89.0,nan,nan,42.0,nan,nan,nan,nan,nan,nan,nan
380,ar-en,bl,9,81.0,nan,83.0,nan,nan,92.0,nan,nan,73.0,91.0,nan,76.0,nan,nan,65.0,100.0,88.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
381,ar-en,bl,9,100.0,nan,95.0,nan,nan,99.0,nan,nan,90.0,100.0,nan,100.0,nan,nan,96.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
382,ar-en,bl,9,100.0,nan,90.0,nan,nan,90.0,nan,nan,90.0,100.0,nan,77.0,nan,nan,58.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
383,ar-en,bl,9,98.0,nan,90.0,nan,nan,97.0,nan,nan,68.0,99.0,nan,78.0,nan,nan,55.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
384,ar-en,bl,9,95.0,nan,89.0,nan,nan,94.0,nan,nan,79.0,87.0,nan,58.0,nan,nan,77.0,100.0,97.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
385,ar-en,bl,9,95.0,nan,91.0,nan,nan,89.0,nan,nan,84.0,94.0,nan,81.0,nan,nan,96.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
386,ar-en,bl,9,100.0,nan,98.0,nan,nan,99.0,nan,nan,88.0,100.0,nan,100.0,nan,nan,98.0,100.0,99.0,nan,nan,99.0,nan,nan,nan,nan,nan,nan,nan
387,ar-en,bl,9,52.0,nan,70.0,nan,nan,100.0,nan,nan,61.0,45.0,nan,57.0,nan,nan,97.0,90.0,95.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
388,ar-en,bl,9,65.0,nan,71.0,nan,nan,99.0,nan,nan,36.0,37.0,nan,49.0,nan,nan,48.0,95.0,94.0,nan,nan,75.0,nan,nan,nan,nan,nan,nan,nan
389,ar-en,bl,9,100.0,nan,95.0,nan,nan,93.0,nan,nan,85.0,99.0,nan,82.0,nan,nan,97.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
390,ar-en,bl,9,96.0,nan,78.0,nan,nan,90.0,nan,nan,67.0,87.0,nan,53.0,nan,nan,71.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
391,ar-en,bl,9,29.0,nan,68.0,nan,nan,95.0,nan,nan,38.0,86.0,nan,62.0,nan,nan,59.0,96.0,99.0,nan,nan,69.0,nan,nan,nan,nan,nan,nan,nan
392,ar-en,bl,9,100.0,nan,96.0,nan,nan,99.0,nan,nan,87.0,100.0,nan,98.0,nan,nan,98.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
393,ar-en,bl,9,100.0,nan,85.0,nan,nan,93.0,nan,nan,82.0,100.0,nan,70.0,nan,nan,87.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
394,ar-en,bl,9,86.0,nan,80.0,nan,nan,99.0,nan,nan,39.0,72.0,nan,69.0,nan,nan,68.0,94.0,95.0,nan,nan,59.0,nan,nan,nan,nan,nan,nan,nan
395,ar-en,bl,9,52.0,nan,79.0,nan,nan,99.0,nan,nan,72.0,18.0,nan,51.0,nan,nan,97.0,98.0,95.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
396,ar-en,bl,9,100.0,nan,94.0,nan,nan,95.0,nan,nan,73.0,99.0,nan,64.0,nan,nan,97.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
397,ar-en,bl,9,100.0,nan,94.0,nan,nan,99.0,nan,nan,88.0,100.0,nan,92.0,nan,nan,99.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
398,ar-en,bl,9,100.0,nan,94.0,nan,nan,99.0,nan,nan,88.0,99.0,nan,97.0,nan,nan,98.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
399,ar-en,bl,9,100.0,nan,90.0,nan,nan,100.0,nan,nan,89.0,99.0,nan,100.0,nan,nan,97.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
400,ar-en,bl,9,100.0,nan,96.0,nan,nan,99.0,nan,nan,88.0,100.0,nan,98.0,nan,nan,97.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
401,ar-en,bl,9,77.0,nan,73.0,nan,nan,98.0,nan,nan,67.0,74.0,nan,84.0,nan,nan,71.0,100.0,93.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
402,ar-en,bl,9,91.0,nan,93.0,nan,nan,99.0,nan,nan,66.0,93.0,nan,79.0,nan,nan,98.0,100.0,94.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
403,ar-en,bl,9,83.0,nan,73.0,nan,nan,98.0,nan,nan,60.0,54.0,nan,52.0,nan,nan,68.0,96.0,95.0,nan,nan,95.0,nan,nan,nan,nan,nan,nan,nan
404,ar-en,bl,9,100.0,nan,97.0,nan,nan,97.0,nan,nan,61.0,100.0,nan,97.0,nan,nan,97.0,100.0,98.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
405,ar-en,bl,9,100.0,nan,94.0,nan,nan,98.0,nan,nan,88.0,99.0,nan,99.0,nan,nan,98.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
406,ar-en,bl,9,22.0,nan,85.0,nan,nan,97.0,nan,nan,25.0,10.0,nan,47.0,nan,nan,22.0,100.0,88.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
407,ar-en,bl,9,100.0,nan,95.0,nan,nan,97.0,nan,nan,75.0,99.0,nan,85.0,nan,nan,97.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
408,ar-en,bl,9,100.0,nan,94.0,nan,nan,100.0,nan,nan,88.0,100.0,nan,71.0,nan,nan,97.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
409,ar-en,bl,9,100.0,nan,93.0,nan,nan,99.0,nan,nan,88.0,100.0,nan,92.0,nan,nan,96.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
410,ar-en,bl,9,96.0,nan,94.0,nan,nan,99.0,nan,nan,78.0,36.0,nan,93.0,nan,nan,96.0,100.0,97.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
411,ar-en,bl,9,94.0,nan,92.0,nan,nan,99.0,nan,nan,85.0,60.0,nan,66.0,nan,nan,73.0,100.0,99.0,nan,nan,100.0,nan,nan,nan,nan,nan,nan,nan
412,ar-en,bl,10,97.0,26.0,85.0,nan,75.0,97.0,nan,nan,nan,99.0,81.0,46.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,50.0,nan,nan,nan,nan
413,ar-en,bl,10,100.0,100.0,78.0,nan,75.0,95.0,nan,nan,nan,100.0,92.0,83.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
414,ar-en,bl,10,100.0,100.0,99.0,nan,87.0,99.0,nan,nan,nan,100.0,100.0,94.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
415,ar-en,bl,10,99.0,100.0,97.0,nan,84.0,91.0,nan,nan,nan,96.0,100.0,93.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
416,ar-en,bl,10,100.0,100.0,99.0,nan,93.0,99.0,nan,nan,nan,100.0,100.0,97.0,nan,nan,nan,nan,nan,nan,nan,99.0,nan,nan,100.0,nan,nan,nan,nan
417,ar-en,bl,10,55.0,100.0,81.0,nan,74.0,74.0,nan,nan,nan,36.0,81.0,87.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,50.0,nan,nan,nan,nan
418,ar-en,bl,10,9.0,76.0,70.0,nan,74.0,98.0,nan,nan,nan,12.0,48.0,20.0,nan,nan,nan,nan,nan,nan,nan,71.0,nan,nan,50.0,nan,nan,nan,nan
419,ar-en,bl,10,100.0,100.0,88.0,nan,77.0,100.0,nan,nan,nan,67.0,100.0,94.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
420,ar-en,bl,10,80.0,88.0,83.0,nan,77.0,99.0,nan,nan,nan,28.0,88.0,88.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,75.0,nan,nan,nan,nan
421,ar-en,bl,10,85.0,89.0,93.0,nan,76.0,99.0,nan,nan,nan,31.0,100.0,73.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,50.0,nan,nan,nan,nan
422,ar-en,bl,10,100.0,100.0,86.0,nan,89.0,94.0,nan,nan,nan,100.0,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
423,ar-en,bl,10,100.0,100.0,95.0,nan,86.0,88.0,nan,nan,nan,9.0,98.0,100.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
424,ar-en,bl,10,91.0,88.0,78.0,nan,73.0,62.0,nan,nan,nan,0.0,67.0,64.0,nan,nan,nan,nan,nan,nan,nan,80.0,nan,nan,100.0,nan,nan,nan,nan
425,ar-en,bl,10,100.0,100.0,98.0,nan,84.0,65.0,nan,nan,nan,100.0,100.0,78.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
426,ar-en,bl,10,80.0,100.0,82.0,nan,75.0,62.0,nan,nan,nan,13.0,66.0,85.0,nan,nan,nan,nan,nan,nan,nan,75.0,nan,nan,100.0,nan,nan,nan,nan
427,ar-en,bl,10,100.0,100.0,99.0,nan,93.0,99.0,nan,nan,nan,100.0,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
428,ar-en,bl,10,100.0,100.0,91.0,nan,75.0,94.0,nan,nan,nan,100.0,81.0,100.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
429,ar-en,bl,10,100.0,100.0,87.0,nan,74.0,98.0,nan,nan,nan,97.0,98.0,92.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,50.0,nan,nan,nan,nan
430,ar-en,bl,10,90.0,100.0,89.0,nan,75.0,98.0,nan,nan,nan,89.0,97.0,78.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
431,ar-en,bl,10,78.0,100.0,61.0,nan,72.0,84.0,nan,nan,nan,30.0,63.0,67.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,50.0,nan,nan,nan,nan
432,ar-en,bl,10,74.0,100.0,86.0,nan,74.0,42.0,nan,nan,nan,15.0,94.0,52.0,nan,nan,nan,nan,nan,nan,nan,75.0,nan,nan,75.0,nan,nan,nan,nan
433,ar-en,bl,10,41.0,100.0,78.0,nan,71.0,67.0,nan,nan,nan,15.0,78.0,70.0,nan,nan,nan,nan,nan,nan,nan,76.0,nan,nan,50.0,nan,nan,nan,nan
434,ar-en,bl,10,100.0,100.0,63.0,nan,87.0,99.0,nan,nan,nan,22.0,100.0,72.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,75.0,nan,nan,nan,nan
435,ar-en,bl,10,44.0,100.0,63.0,nan,74.0,85.0,nan,nan,nan,0.0,100.0,53.0,nan,nan,nan,nan,nan,nan,nan,76.0,nan,nan,75.0,nan,nan,nan,nan
436,ar-en,bl,10,100.0,100.0,98.0,nan,74.0,88.0,nan,nan,nan,100.0,100.0,84.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
437,ar-en,bl,10,72.0,100.0,52.0,nan,76.0,54.0,nan,nan,nan,22.0,100.0,92.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,50.0,nan,nan,nan,nan
438,ar-en,bl,10,64.0,100.0,56.0,nan,72.0,23.0,nan,nan,nan,4.0,76.0,65.0,nan,nan,nan,nan,nan,nan,nan,62.0,nan,nan,50.0,nan,nan,nan,nan
439,ar-en,bl,10,100.0,100.0,98.0,nan,88.0,86.0,nan,nan,nan,100.0,100.0,93.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
440,ar-en,bl,10,83.0,100.0,73.0,nan,74.0,99.0,nan,nan,nan,0.0,74.0,61.0,nan,nan,nan,nan,nan,nan,nan,75.0,nan,nan,50.0,nan,nan,nan,nan
441,ar-en,bl,10,58.0,75.0,56.0,nan,76.0,77.0,nan,nan,nan,0.0,87.0,68.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,50.0,nan,nan,nan,nan
442,ar-en,bl,10,45.0,88.0,72.0,nan,82.0,76.0,nan,nan,nan,11.0,58.0,52.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,50.0,nan,nan,nan,nan
443,ar-en,bl,10,100.0,100.0,99.0,nan,97.0,100.0,nan,nan,nan,99.0,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,100.0,nan,nan,100.0,nan,nan,nan,nan
444,ar-en,bl,9,60.0,nan,90.0,nan,nan,74.0,nan,nan,nan,84.0,81.0,76.0,nan,nan,68.0,nan,95.0,nan,nan,nan,57.0,nan,0.0,nan,nan,nan,nan
445,ar-en,bl,9,100.0,nan,90.0,nan,nan,93.0,nan,nan,nan,100.0,100.0,75.0,nan,nan,94.0,nan,98.0,nan,nan,nan,100.0,nan,75.0,nan,nan,nan,nan
446,ar-en,bl,9,100.0,nan,97.0,nan,nan,86.0,nan,nan,nan,100.0,100.0,94.0,nan,nan,96.0,nan,98.0,nan,nan,nan,87.0,nan,100.0,nan,nan,nan,nan
447,ar-en,bl,9,100.0,nan,92.0,nan,nan,99.0,nan,nan,nan,100.0,100.0,77.0,nan,nan,97.0,nan,98.0,nan,nan,nan,85.0,nan,75.0,nan,nan,nan,nan
448,ar-en,bl,9,100.0,nan,93.0,nan,nan,100.0,nan,nan,nan,100.0,100.0,86.0,nan,nan,98.0,nan,98.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan
449,ar-en,bl,9,35.0,nan,63.0,nan,nan,99.0,nan,nan,nan,29.0,71.0,56.0,nan,nan,57.0,nan,97.0,nan,nan,nan,74.0,nan,75.0,nan,nan,nan,nan
450,ar-en,bl,9,100.0,nan,95.0,nan,nan,100.0,nan,nan,nan,100.0,100.0,80.0,nan,nan,97.0,nan,97.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan
451,ar-en,bl,9,77.0,nan,83.0,nan,nan,100.0,nan,nan,nan,17.0,100.0,79.0,nan,nan,78.0,nan,98.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan
452,ar-en,bl,9,100.0,nan,70.0,nan,nan,84.0,nan,nan,nan,56.0,78.0,58.0,nan,nan,54.0,nan,95.0,nan,nan,nan,79.0,nan,25.0,nan,nan,nan,nan
453,ar-en,bl,9,99.0,nan,74.0,nan,nan,88.0,nan,nan,nan,35.0,87.0,74.0,nan,nan,83.0,nan,95.0,nan,nan,nan,53.0,nan,25.0,nan,nan,nan,nan
454,ar-en,bl,9,92.0,nan,78.0,nan,nan,94.0,nan,nan,nan,32.0,100.0,71.0,nan,nan,85.0,nan,96.0,nan,nan,nan,48.0,nan,75.0,nan,nan,nan,nan
455,ar-en,bl,9,86.0,nan,59.0,nan,nan,95.0,nan,nan,nan,60.0,80.0,68.0,nan,nan,95.0,nan,96.0,nan,nan,nan,57.0,nan,25.0,nan,nan,nan,nan
456,ar-en,bl,9,73.0,nan,71.0,nan,nan,92.0,nan,nan,nan,3.0,73.0,75.0,nan,nan,59.0,nan,94.0,nan,nan,nan,54.0,nan,0.0,nan,nan,nan,nan
457,ar-en,bl,9,100.0,nan,82.0,nan,nan,90.0,nan,nan,nan,85.0,100.0,78.0,nan,nan,88.0,nan,96.0,nan,nan,nan,74.0,nan,50.0,nan,nan,nan,nan
458,ar-en,bl,9,94.0,nan,83.0,nan,nan,69.0,nan,nan,nan,77.0,100.0,70.0,nan,nan,79.0,nan,99.0,nan,nan,nan,84.0,nan,50.0,nan,nan,nan,nan
459,ar-en,bl,9,100.0,nan,91.0,nan,nan,100.0,nan,nan,nan,99.0,100.0,79.0,nan,nan,77.0,nan,99.0,nan,nan,nan,92.0,nan,75.0,nan,nan,nan,nan
460,ar-en,bl,9,88.0,nan,86.0,nan,nan,61.0,nan,nan,nan,84.0,82.0,24.0,nan,nan,52.0,nan,98.0,nan,nan,nan,89.0,nan,25.0,nan,nan,nan,nan
461,ar-en,bl,9,92.0,nan,83.0,nan,nan,71.0,nan,nan,nan,78.0,68.0,69.0,nan,nan,87.0,nan,98.0,nan,nan,nan,89.0,nan,50.0,nan,nan,nan,nan
462,ar-en,bl,9,19.0,nan,89.0,nan,nan,81.0,nan,nan,nan,23.0,99.0,55.0,nan,nan,74.0,nan,98.0,nan,nan,nan,73.0,nan,50.0,nan,nan,nan,nan
463,ar-en,bl,9,65.0,nan,72.0,nan,nan,78.0,nan,nan,nan,45.0,85.0,60.0,nan,nan,77.0,nan,98.0,nan,nan,nan,92.0,nan,50.0,nan,nan,nan,nan
464,ar-en,bl,9,100.0,nan,92.0,nan,nan,99.0,nan,nan,nan,100.0,100.0,64.0,nan,nan,97.0,nan,97.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan
465,ar-en,bl,9,68.0,nan,72.0,nan,nan,81.0,nan,nan,nan,29.0,86.0,69.0,nan,nan,76.0,nan,98.0,nan,nan,nan,87.0,nan,25.0,nan,nan,nan,nan
466,ar-en,bl,9,96.0,nan,87.0,nan,nan,77.0,nan,nan,nan,85.0,100.0,71.0,nan,nan,97.0,nan,97.0,nan,nan,nan,100.0,nan,75.0,nan,nan,nan,nan
467,ar-en,bl,9,37.0,nan,67.0,nan,nan,59.0,nan,nan,nan,74.0,69.0,70.0,nan,nan,53.0,nan,95.0,nan,nan,nan,79.0,nan,25.0,nan,nan,nan,nan
468,ar-en,bl,9,100.0,nan,93.0,nan,nan,100.0,nan,nan,nan,99.0,100.0,84.0,nan,nan,98.0,nan,99.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan
469,ar-en,bl,9,98.0,nan,89.0,nan,nan,79.0,nan,nan,nan,89.0,95.0,59.0,nan,nan,97.0,nan,98.0,nan,nan,nan,94.0,nan,100.0,nan,nan,nan,nan
470,ar-en,bl,9,65.0,nan,62.0,nan,nan,78.0,nan,nan,nan,34.0,99.0,62.0,nan,nan,61.0,nan,95.0,nan,nan,nan,100.0,nan,50.0,nan,nan,nan,nan
471,ar-en,bl,9,100.0,nan,96.0,nan,nan,99.0,nan,nan,nan,100.0,100.0,75.0,nan,nan,97.0,nan,98.0,nan,nan,nan,100.0,nan,100.0,nan,nan,nan,nan
472,ar-en,bl,9,12.0,nan,72.0,nan,nan,83.0,nan,nan,nan,30.0,93.0,76.0,nan,nan,4.0,nan,96.0,nan,nan,nan,76.0,nan,25.0,nan,nan,nan,nan
473,ar-en,bl,9,71.0,nan,80.0,nan,nan,94.0,nan,nan,nan,100.0,100.0,67.0,nan,nan,96.0,nan,98.0,nan,nan,nan,77.0,nan,50.0,nan,nan,nan,nan
474,ar-en,bl,9,25.0,nan,53.0,nan,nan,100.0,nan,nan,nan,9.0,79.0,76.0,nan,nan,55.0,nan,98.0,nan,nan,nan,83.0,nan,25.0,nan,nan,nan,nan
475,ar-en,bl,9,38.0,nan,52.0,nan,nan,100.0,nan,nan,nan,99.0,100.0,73.0,nan,nan,52.0,nan,98.0,nan,nan,nan,79.0,nan,100.0,nan,nan,nan,nan
476,ar-en,bl,9,36.0,nan,51.0,nan,nan,99.0,nan,nan,nan,5.0,96.0,63.0,nan,nan,53.0,nan,98.0,nan,nan,nan,100.0,nan,75.0,nan,nan,nan,nan
477,ar-en,bl,9,67.0,nan,76.0,nan,nan,99.0,nan,nan,nan,97.0,97.0,75.0,nan,nan,94.0,nan,98.0,nan,nan,nan,100.0,nan,25.0,nan,nan,nan,nan
478,ar-en,bl,9,8.0,nan,24.0,nan,nan,84.0,nan,nan,nan,2.0,90.0,69.0,nan,nan,3.0,nan,93.0,nan,nan,nan,26.0,nan,50.0,nan,nan,nan,nan
479,ar-en,bl,9,22.0,nan,61.0,nan,nan,79.0,nan,nan,nan,8.0,80.0,60.0,nan,nan,3.0,nan,94.0,nan,nan,nan,46.0,nan,25.0,nan,nan,nan,nan
480,ar-en,bl,9,29.0,nan,76.0,nan,nan,78.0,nan,nan,nan,62.0,95.0,40.0,nan,nan,49.0,nan,92.0,nan,nan,nan,78.0,nan,25.0,nan,nan,nan,nan
481,ar-en,bl,9,100.0,nan,96.0,nan,nan,99.0,nan,nan,nan,100.0,100.0,74.0,nan,nan,97.0,nan,98.0,nan,nan,nan,100.0,nan,25.0,nan,nan,nan,nan
