SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10
292,fa-en,ad,5,43.0,4.0,57.0,35.0,nan,nan,nan,nan,35.0,nan
293,fa-en,ad,5,51.0,67.0,86.0,52.0,nan,nan,nan,nan,32.0,nan
294,fa-en,ad,5,47.0,75.0,73.0,84.0,nan,nan,nan,nan,33.0,nan
295,fa-en,ad,5,67.0,52.0,66.0,53.0,nan,nan,nan,nan,34.0,nan
296,fa-en,ad,5,44.0,88.0,61.0,52.0,nan,nan,nan,nan,49.0,nan
297,fa-en,ad,5,46.0,53.0,63.0,52.0,nan,nan,nan,nan,34.0,nan
298,fa-en,ad,5,63.0,11.0,60.0,48.0,nan,nan,nan,nan,38.0,nan
299,fa-en,ad,5,42.0,11.0,59.0,52.0,nan,nan,nan,nan,29.0,nan
300,fa-en,ad,5,38.0,48.0,71.0,48.0,nan,nan,nan,nan,28.0,nan
301,fa-en,ad,5,38.0,69.0,79.0,48.0,nan,nan,nan,nan,30.0,nan
302,fa-en,ad,5,56.0,67.0,55.0,48.0,nan,nan,nan,nan,26.0,nan
303,fa-en,ad,5,45.0,75.0,65.0,52.0,nan,nan,nan,nan,37.0,nan
304,fa-en,ad,5,51.0,75.0,61.0,47.0,nan,nan,nan,nan,36.0,nan
305,fa-en,ad,5,99.0,100.0,90.0,100.0,nan,nan,nan,nan,80.0,nan
306,fa-en,ad,5,44.0,75.0,64.0,58.0,nan,nan,nan,nan,42.0,nan
307,fa-en,ad,5,30.0,54.0,60.0,52.0,nan,nan,nan,nan,42.0,nan
308,fa-en,ad,5,35.0,100.0,84.0,93.0,nan,nan,nan,nan,45.0,nan
309,fa-en,ad,5,42.0,52.0,59.0,39.0,nan,nan,nan,nan,38.0,nan
310,fa-en,ad,5,61.0,89.0,81.0,100.0,nan,nan,nan,nan,52.0,nan
311,fa-en,ad,5,100.0,99.0,100.0,99.0,nan,nan,nan,nan,77.0,nan
312,fa-en,ad,2,36.0,51.0,nan,nan,nan,nan,nan,nan,nan,nan
313,fa-en,ad,2,41.0,62.0,nan,nan,nan,nan,nan,nan,nan,nan
314,fa-en,ad,2,42.0,76.0,nan,nan,nan,nan,nan,nan,nan,nan
315,fa-en,ad,2,35.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan
316,fa-en,ad,2,40.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan
317,fa-en,ad,2,37.0,25.0,nan,nan,nan,nan,nan,nan,nan,nan
318,fa-en,ad,2,35.0,95.0,nan,nan,nan,nan,nan,nan,nan,nan
319,fa-en,ad,2,40.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan
320,fa-en,ad,2,41.0,76.0,nan,nan,nan,nan,nan,nan,nan,nan
321,fa-en,ad,2,72.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan
322,fa-en,ad,2,19.0,95.0,nan,nan,nan,nan,nan,nan,nan,nan
323,fa-en,ad,2,45.0,87.0,nan,nan,nan,nan,nan,nan,nan,nan
324,fa-en,ad,2,44.0,93.0,nan,nan,nan,nan,nan,nan,nan,nan
325,fa-en,ad,2,62.0,91.0,nan,nan,nan,nan,nan,nan,nan,nan
326,fa-en,ad,2,54.0,63.0,nan,nan,nan,nan,nan,nan,nan,nan
327,fa-en,ad,2,58.0,12.0,nan,nan,nan,nan,nan,nan,nan,nan
328,fa-en,ad,2,65.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan
329,fa-en,ad,2,38.0,62.0,nan,nan,nan,nan,nan,nan,nan,nan
330,fa-en,ad,2,34.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan
331,fa-en,ad,2,36.0,94.0,nan,nan,nan,nan,nan,nan,nan,nan
332,fa-en,ad,2,61.0,96.0,nan,nan,nan,nan,nan,nan,nan,nan
333,fa-en,ad,2,59.0,95.0,nan,nan,nan,nan,nan,nan,nan,nan
334,fa-en,ad,2,36.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan
335,fa-en,ad,2,40.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan
336,fa-en,ad,2,41.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan
337,fa-en,ad,2,35.0,94.0,nan,nan,nan,nan,nan,nan,nan,nan
338,fa-en,ad,2,43.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan
339,fa-en,ad,2,43.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan
340,fa-en,ad,2,72.0,25.0,nan,nan,nan,nan,nan,nan,nan,nan
341,fa-en,ad,2,36.0,38.0,nan,nan,nan,nan,nan,nan,nan,nan
342,fa-en,ad,2,32.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan
343,fa-en,ad,2,51.0,88.0,nan,nan,nan,nan,nan,nan,nan,nan
344,fa-en,ad,2,67.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan
345,fa-en,ad,2,37.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan
346,fa-en,ad,2,41.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan
347,fa-en,ad,2,53.0,51.0,nan,nan,nan,nan,nan,nan,nan,nan
348,fa-en,ad,2,39.0,25.0,nan,nan,nan,nan,nan,nan,nan,nan
349,fa-en,ad,2,44.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan
350,fa-en,ad,2,33.0,51.0,nan,nan,nan,nan,nan,nan,nan,nan
351,fa-en,ad,2,44.0,86.0,nan,nan,nan,nan,nan,nan,nan,nan
352,fa-en,ad,2,44.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan
353,fa-en,ad,2,57.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan
354,fa-en,ad,2,40.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan
355,fa-en,ad,2,24.0,76.0,nan,nan,nan,nan,nan,nan,nan,nan
356,fa-en,ad,2,63.0,75.0,nan,nan,nan,nan,nan,nan,nan,nan
357,fa-en,ad,2,37.0,52.0,nan,nan,nan,nan,nan,nan,nan,nan
358,fa-en,ad,2,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan
359,fa-en,ad,2,33.0,48.0,nan,nan,nan,nan,nan,nan,nan,nan
360,fa-en,ad,2,37.0,96.0,nan,nan,nan,nan,nan,nan,nan,nan
361,fa-en,ad,2,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan
362,fa-en,ad,4,20.0,64.0,nan,93.0,nan,nan,nan,nan,52.0,nan
363,fa-en,ad,4,22.0,4.0,nan,98.0,nan,nan,nan,nan,49.0,nan
364,fa-en,ad,4,13.0,62.0,nan,47.0,nan,nan,nan,nan,30.0,nan
365,fa-en,ad,4,10.0,51.0,nan,46.0,nan,nan,nan,nan,28.0,nan
366,fa-en,ad,4,21.0,75.0,nan,100.0,nan,nan,nan,nan,37.0,nan
367,fa-en,ad,4,8.0,87.0,nan,100.0,nan,nan,nan,nan,54.0,nan
368,fa-en,ad,4,60.0,98.0,nan,98.0,nan,nan,nan,nan,69.0,nan
369,fa-en,ad,4,50.0,78.0,nan,98.0,nan,nan,nan,nan,54.0,nan
370,fa-en,ad,4,58.0,85.0,nan,44.0,nan,nan,nan,nan,50.0,nan
371,fa-en,ad,4,33.0,75.0,nan,94.0,nan,nan,nan,nan,41.0,nan
372,fa-en,ad,4,27.0,63.0,nan,51.0,nan,nan,nan,nan,62.0,nan
373,fa-en,ad,4,22.0,48.0,nan,54.0,nan,nan,nan,nan,28.0,nan
374,fa-en,ad,4,100.0,97.0,nan,100.0,nan,nan,nan,nan,66.0,nan
375,fa-en,ad,4,53.0,54.0,nan,41.0,nan,nan,nan,nan,62.0,nan
376,fa-en,ad,4,40.0,96.0,nan,100.0,nan,nan,nan,nan,70.0,nan
377,fa-en,ad,4,54.0,96.0,nan,99.0,nan,nan,nan,nan,74.0,nan
378,fa-en,ad,4,41.0,87.0,nan,97.0,nan,nan,nan,nan,53.0,nan
379,fa-en,ad,4,32.0,59.0,nan,58.0,nan,nan,nan,nan,54.0,nan
380,fa-en,ad,4,38.0,53.0,nan,88.0,nan,nan,nan,nan,51.0,nan
381,fa-en,ad,4,52.0,100.0,nan,99.0,nan,nan,nan,nan,75.0,nan
382,fa-en,ad,4,53.0,75.0,nan,74.0,nan,nan,nan,nan,64.0,nan
383,fa-en,ad,4,56.0,95.0,nan,99.0,nan,nan,nan,nan,56.0,nan
384,fa-en,ad,4,50.0,53.0,nan,92.0,nan,nan,nan,nan,27.0,nan
385,fa-en,ad,4,30.0,75.0,nan,62.0,nan,nan,nan,nan,29.0,nan
386,fa-en,ad,4,0.0,90.0,nan,34.0,nan,nan,nan,nan,27.0,nan
387,fa-en,ad,4,23.0,26.0,nan,52.0,nan,nan,nan,nan,29.0,nan
388,fa-en,ad,4,57.0,100.0,nan,100.0,nan,nan,nan,nan,64.0,nan
389,fa-en,ad,4,77.0,95.0,nan,98.0,nan,nan,nan,nan,60.0,nan
390,fa-en,ad,4,39.0,75.0,nan,90.0,nan,nan,nan,nan,62.0,nan
391,fa-en,ad,4,26.0,55.0,nan,60.0,nan,nan,nan,nan,33.0,nan
392,fa-en,ad,4,100.0,94.0,nan,99.0,nan,nan,nan,nan,62.0,nan
393,fa-en,ad,4,33.0,88.0,nan,98.0,nan,nan,nan,nan,55.0,nan
394,fa-en,ad,4,25.0,70.0,nan,57.0,nan,nan,nan,nan,51.0,nan
395,fa-en,ad,4,43.0,95.0,nan,77.0,nan,nan,nan,nan,52.0,nan
396,fa-en,ad,4,42.0,89.0,nan,84.0,nan,nan,nan,nan,70.0,nan
397,fa-en,ad,4,63.0,88.0,nan,99.0,nan,nan,nan,nan,54.0,nan
398,fa-en,ad,4,36.0,81.0,nan,67.0,nan,nan,nan,nan,63.0,nan
399,fa-en,ad,4,47.0,100.0,nan,90.0,nan,nan,nan,nan,66.0,nan
400,fa-en,ad,4,56.0,100.0,nan,93.0,nan,nan,nan,nan,56.0,nan
401,fa-en,ad,4,33.0,75.0,nan,57.0,nan,nan,nan,nan,28.0,nan
402,fa-en,ad,4,54.0,95.0,nan,84.0,nan,nan,nan,nan,39.0,nan
403,fa-en,ad,4,15.0,13.0,nan,53.0,nan,nan,nan,nan,38.0,nan
404,fa-en,ad,4,45.0,100.0,nan,95.0,nan,nan,nan,nan,51.0,nan
405,fa-en,ad,4,20.0,25.0,nan,47.0,nan,nan,nan,nan,51.0,nan
406,fa-en,ad,4,24.0,25.0,nan,53.0,nan,nan,nan,nan,41.0,nan
407,fa-en,ad,4,53.0,94.0,nan,78.0,nan,nan,nan,nan,60.0,nan
408,fa-en,ad,4,39.0,38.0,nan,57.0,nan,nan,nan,nan,46.0,nan
409,fa-en,ad,4,68.0,97.0,nan,95.0,nan,nan,nan,nan,56.0,nan
410,fa-en,ad,4,38.0,26.0,nan,68.0,nan,nan,nan,nan,51.0,nan
411,fa-en,ad,4,12.0,25.0,nan,66.0,nan,nan,nan,nan,51.0,nan
412,fa-en,ad,5,100.0,100.0,92.0,100.0,nan,nan,nan,nan,55.0,nan
413,fa-en,ad,5,40.0,89.0,83.0,99.0,nan,nan,nan,nan,54.0,nan
414,fa-en,ad,5,76.0,100.0,90.0,100.0,nan,nan,nan,nan,79.0,nan
415,fa-en,ad,5,34.0,88.0,78.0,94.0,nan,nan,nan,nan,54.0,nan
416,fa-en,ad,5,85.0,100.0,88.0,100.0,nan,nan,nan,nan,75.0,nan
417,fa-en,ad,5,50.0,94.0,76.0,64.0,nan,nan,nan,nan,33.0,nan
418,fa-en,ad,5,38.0,51.0,43.0,44.0,nan,nan,nan,nan,28.0,nan
419,fa-en,ad,5,30.0,94.0,63.0,91.0,nan,nan,nan,nan,53.0,nan
420,fa-en,ad,5,53.0,100.0,92.0,100.0,nan,nan,nan,nan,79.0,nan
421,fa-en,ad,5,63.0,75.0,58.0,88.0,nan,nan,nan,nan,52.0,nan
422,fa-en,ad,5,98.0,100.0,90.0,98.0,nan,nan,nan,nan,80.0,nan
423,fa-en,ad,5,100.0,100.0,93.0,100.0,nan,nan,nan,nan,84.0,nan
424,fa-en,ad,5,38.0,75.0,76.0,99.0,nan,nan,nan,nan,62.0,nan
425,fa-en,ad,5,53.0,87.0,61.0,46.0,nan,nan,nan,nan,71.0,nan
426,fa-en,ad,5,29.0,64.0,63.0,15.0,nan,nan,nan,nan,31.0,nan
427,fa-en,ad,5,34.0,87.0,56.0,99.0,nan,nan,nan,nan,32.0,nan
428,fa-en,ad,5,59.0,100.0,67.0,99.0,nan,nan,nan,nan,71.0,nan
429,fa-en,ad,5,31.0,48.0,36.0,24.0,nan,nan,nan,nan,22.0,nan
430,fa-en,ad,5,46.0,52.0,63.0,99.0,nan,nan,nan,nan,25.0,nan
431,fa-en,ad,5,54.0,52.0,53.0,46.0,nan,nan,nan,nan,38.0,nan
432,fa-en,ad,5,51.0,100.0,89.0,97.0,nan,nan,nan,nan,76.0,nan
433,fa-en,ad,5,50.0,25.0,52.0,26.0,nan,nan,nan,nan,29.0,nan
434,fa-en,ad,5,70.0,100.0,80.0,99.0,nan,nan,nan,nan,52.0,nan
435,fa-en,ad,5,31.0,87.0,83.0,58.0,nan,nan,nan,nan,37.0,nan
436,fa-en,ad,5,45.0,90.0,61.0,88.0,nan,nan,nan,nan,48.0,nan
437,fa-en,ad,5,51.0,88.0,84.0,55.0,nan,nan,nan,nan,27.0,nan
438,fa-en,ad,5,46.0,87.0,41.0,35.0,nan,nan,nan,nan,51.0,nan
439,fa-en,ad,5,50.0,92.0,81.0,45.0,nan,nan,nan,nan,54.0,nan
440,fa-en,ad,5,51.0,88.0,39.0,82.0,nan,nan,nan,nan,29.0,nan
441,fa-en,ad,5,42.0,52.0,57.0,29.0,nan,nan,nan,nan,30.0,nan
442,fa-en,ad,5,33.0,86.0,57.0,47.0,nan,nan,nan,nan,28.0,nan
443,fa-en,ad,5,100.0,100.0,100.0,100.0,nan,nan,nan,nan,88.0,nan
444,fa-en,ad,5,34.0,62.0,nan,99.0,nan,nan,nan,nan,46.0,51.0
445,fa-en,ad,5,50.0,87.0,nan,93.0,nan,nan,nan,nan,55.0,70.0
446,fa-en,ad,5,76.0,93.0,nan,97.0,nan,nan,nan,nan,71.0,100.0
447,fa-en,ad,5,23.0,93.0,nan,92.0,nan,nan,nan,nan,44.0,66.0
448,fa-en,ad,5,0.0,25.0,nan,42.0,nan,nan,nan,nan,36.0,28.0
449,fa-en,ad,5,14.0,86.0,nan,75.0,nan,nan,nan,nan,55.0,21.0
450,fa-en,ad,5,81.0,100.0,nan,98.0,nan,nan,nan,nan,72.0,100.0
451,fa-en,ad,5,34.0,24.0,nan,67.0,nan,nan,nan,nan,48.0,32.0
452,fa-en,ad,5,37.0,0.0,nan,34.0,nan,nan,nan,nan,64.0,30.0
453,fa-en,ad,5,33.0,61.0,nan,44.0,nan,nan,nan,nan,43.0,0.0
454,fa-en,ad,5,19.0,48.0,nan,31.0,nan,nan,nan,nan,25.0,0.0
455,fa-en,ad,5,24.0,76.0,nan,73.0,nan,nan,nan,nan,56.0,12.0
456,fa-en,ad,5,39.0,25.0,nan,75.0,nan,nan,nan,nan,27.0,17.0
457,fa-en,ad,5,37.0,52.0,nan,99.0,nan,nan,nan,nan,26.0,4.0
458,fa-en,ad,5,23.0,75.0,nan,83.0,nan,nan,nan,nan,56.0,80.0
459,fa-en,ad,5,30.0,52.0,nan,98.0,nan,nan,nan,nan,56.0,79.0
460,fa-en,ad,5,0.0,81.0,nan,88.0,nan,nan,nan,nan,59.0,47.0
461,fa-en,ad,5,5.0,6.0,nan,35.0,nan,nan,nan,nan,27.0,0.0
462,fa-en,ad,5,19.0,52.0,nan,99.0,nan,nan,nan,nan,60.0,60.0
463,fa-en,ad,5,51.0,100.0,nan,99.0,nan,nan,nan,nan,63.0,100.0
464,fa-en,ad,5,27.0,75.0,nan,94.0,nan,nan,nan,nan,27.0,32.0
465,fa-en,ad,5,22.0,52.0,nan,55.0,nan,nan,nan,nan,47.0,67.0
466,fa-en,ad,5,7.0,93.0,nan,95.0,nan,nan,nan,nan,56.0,74.0
467,fa-en,ad,5,32.0,75.0,nan,97.0,nan,nan,nan,nan,28.0,16.0
468,fa-en,ad,5,57.0,94.0,nan,98.0,nan,nan,nan,nan,67.0,97.0
469,fa-en,ad,5,33.0,46.0,nan,80.0,nan,nan,nan,nan,28.0,0.0
470,fa-en,ad,5,34.0,92.0,nan,96.0,nan,nan,nan,nan,27.0,0.0
471,fa-en,ad,5,25.0,100.0,nan,97.0,nan,nan,nan,nan,70.0,100.0
472,fa-en,ad,5,25.0,0.0,nan,47.0,nan,nan,nan,nan,25.0,16.0
473,fa-en,ad,5,33.0,75.0,nan,94.0,nan,nan,nan,nan,32.0,30.0
474,fa-en,ad,5,15.0,25.0,nan,60.0,nan,nan,nan,nan,47.0,28.0
475,fa-en,ad,5,51.0,75.0,nan,94.0,nan,nan,nan,nan,56.0,43.0
476,fa-en,ad,5,0.0,75.0,nan,29.0,nan,nan,nan,nan,29.0,48.0
477,fa-en,ad,5,30.0,95.0,nan,90.0,nan,nan,nan,nan,58.0,75.0
478,fa-en,ad,5,27.0,60.0,nan,65.0,nan,nan,nan,nan,43.0,24.0
479,fa-en,ad,5,30.0,56.0,nan,78.0,nan,nan,nan,nan,31.0,36.0
480,fa-en,ad,5,20.0,76.0,nan,71.0,nan,nan,nan,nan,29.0,28.0
481,fa-en,ad,5,27.0,63.0,nan,94.0,nan,nan,nan,nan,32.0,45.0
482,fa-en,ad,5,18.0,63.0,nan,90.0,nan,nan,nan,nan,25.0,37.0
483,fa-en,ad,5,25.0,68.0,nan,93.0,nan,nan,nan,nan,30.0,44.0
484,fa-en,ad,5,51.0,85.0,nan,73.0,nan,nan,nan,nan,54.0,66.0
485,fa-en,ad,5,27.0,88.0,nan,53.0,nan,nan,nan,nan,27.0,39.0
486,fa-en,ad,5,100.0,91.0,nan,99.0,nan,nan,nan,nan,72.0,100.0
487,fa-en,ad,5,0.0,25.0,nan,94.0,nan,nan,nan,nan,36.0,33.0
488,fa-en,ad,5,0.0,74.0,nan,74.0,nan,nan,nan,nan,36.0,40.0
489,fa-en,ad,5,42.0,52.0,nan,77.0,nan,nan,nan,nan,48.0,38.0
490,fa-en,ad,5,0.0,74.0,nan,99.0,nan,nan,nan,nan,43.0,27.0
491,fa-en,ad,5,54.0,75.0,80.0,nan,nan,75.0,62.0,nan,nan,nan
492,fa-en,ad,5,62.0,91.0,100.0,nan,nan,100.0,100.0,nan,nan,nan
493,fa-en,ad,5,52.0,75.0,72.0,nan,nan,34.0,54.0,nan,nan,nan
494,fa-en,ad,5,67.0,100.0,87.0,nan,nan,100.0,93.0,nan,nan,nan
495,fa-en,ad,5,100.0,100.0,88.0,nan,nan,76.0,87.0,nan,nan,nan
496,fa-en,ad,5,44.0,25.0,77.0,nan,nan,76.0,86.0,nan,nan,nan
497,fa-en,ad,5,45.0,52.0,85.0,nan,nan,100.0,57.0,nan,nan,nan
498,fa-en,ad,5,25.0,1.0,44.0,nan,nan,0.0,66.0,nan,nan,nan
499,fa-en,ad,5,50.0,25.0,55.0,nan,nan,62.0,73.0,nan,nan,nan
500,fa-en,ad,5,58.0,100.0,87.0,nan,nan,75.0,91.0,nan,nan,nan
501,fa-en,ad,5,100.0,100.0,100.0,nan,nan,100.0,100.0,nan,nan,nan
502,fa-en,ad,5,48.0,91.0,68.0,nan,nan,89.0,42.0,nan,nan,nan
503,fa-en,ad,5,52.0,99.0,100.0,nan,nan,100.0,86.0,nan,nan,nan
504,fa-en,ad,5,52.0,25.0,56.0,nan,nan,25.0,48.0,nan,nan,nan
505,fa-en,ad,5,51.0,51.0,86.0,nan,nan,75.0,66.0,nan,nan,nan
506,fa-en,ad,5,54.0,38.0,63.0,nan,nan,74.0,40.0,nan,nan,nan
507,fa-en,ad,5,58.0,100.0,100.0,nan,nan,100.0,100.0,nan,nan,nan
508,fa-en,ad,5,58.0,10.0,57.0,nan,nan,38.0,38.0,nan,nan,nan
509,fa-en,ad,5,56.0,1.0,60.0,nan,nan,51.0,65.0,nan,nan,nan
510,fa-en,ad,5,60.0,0.0,63.0,nan,nan,38.0,3.0,nan,nan,nan
511,fa-en,ad,5,53.0,8.0,78.0,nan,nan,49.0,24.0,nan,nan,nan
512,fa-en,ad,5,50.0,12.0,80.0,nan,nan,51.0,27.0,nan,nan,nan
513,fa-en,ad,5,47.0,88.0,100.0,nan,nan,100.0,69.0,nan,nan,nan
514,fa-en,ad,5,58.0,75.0,85.0,nan,nan,58.0,73.0,nan,nan,nan
515,fa-en,ad,5,53.0,89.0,78.0,nan,nan,88.0,83.0,nan,nan,nan
516,fa-en,ad,5,55.0,75.0,80.0,nan,nan,58.0,80.0,nan,nan,nan
517,fa-en,ad,5,57.0,99.0,85.0,nan,nan,84.0,80.0,nan,nan,nan
518,fa-en,ad,5,56.0,75.0,87.0,nan,nan,100.0,57.0,nan,nan,nan
519,fa-en,ad,5,51.0,96.0,90.0,nan,nan,81.0,71.0,nan,nan,nan
520,fa-en,ad,5,52.0,67.0,84.0,nan,nan,51.0,69.0,nan,nan,nan
521,fa-en,ad,5,60.0,47.0,82.0,nan,nan,33.0,77.0,nan,nan,nan
522,fa-en,ad,5,53.0,25.0,86.0,nan,nan,53.0,54.0,nan,nan,nan
523,fa-en,ad,5,62.0,75.0,81.0,nan,nan,82.0,64.0,nan,nan,nan
524,fa-en,ad,5,54.0,99.0,99.0,nan,nan,100.0,90.0,nan,nan,nan
525,fa-en,ad,5,52.0,62.0,79.0,nan,nan,48.0,40.0,nan,nan,nan
526,fa-en,ad,5,53.0,90.0,69.0,nan,nan,86.0,63.0,nan,nan,nan
527,fa-en,ad,5,93.0,97.0,79.0,nan,nan,97.0,78.0,nan,nan,nan
528,fa-en,ad,5,45.0,25.0,80.0,nan,nan,49.0,21.0,nan,nan,nan
529,fa-en,ad,5,42.0,0.0,56.0,nan,nan,51.0,58.0,nan,nan,nan
530,fa-en,ad,5,50.0,1.0,78.0,nan,nan,54.0,24.0,nan,nan,nan
531,fa-en,ad,5,37.0,1.0,70.0,nan,nan,41.0,55.0,nan,nan,nan
532,fa-en,ad,5,46.0,48.0,79.0,nan,nan,94.0,56.0,nan,nan,nan
533,fa-en,ad,5,1.0,2.0,39.0,nan,nan,27.0,60.0,nan,nan,nan
534,fa-en,ad,5,50.0,100.0,100.0,nan,nan,100.0,80.0,nan,nan,nan
535,fa-en,ad,5,15.0,13.0,91.0,nan,nan,75.0,62.0,nan,nan,nan
536,fa-en,ad,5,50.0,25.0,98.0,nan,nan,96.0,42.0,nan,nan,nan
537,fa-en,ad,5,48.0,75.0,64.0,nan,nan,51.0,83.0,nan,nan,nan
538,fa-en,ad,5,50.0,100.0,76.0,nan,nan,94.0,100.0,nan,nan,nan
539,fa-en,ad,5,63.0,88.0,72.0,nan,nan,81.0,86.0,nan,nan,nan
540,fa-en,ad,5,75.0,100.0,95.0,nan,nan,100.0,100.0,nan,nan,nan
541,fa-en,ad,5,34.0,81.0,68.0,nan,nan,86.0,79.0,nan,nan,nan
542,fa-en,ad,5,50.0,91.0,73.0,nan,nan,95.0,67.0,nan,nan,nan
543,fa-en,ad,5,50.0,100.0,92.0,nan,nan,89.0,91.0,nan,nan,nan
544,fa-en,ad,5,24.0,88.0,79.0,nan,nan,58.0,48.0,nan,nan,nan
545,fa-en,ad,5,45.0,0.0,53.0,nan,nan,67.0,45.0,nan,nan,nan
546,fa-en,ad,5,36.0,84.0,74.0,nan,nan,50.0,74.0,nan,nan,nan
547,fa-en,ad,5,27.0,75.0,55.0,nan,nan,93.0,40.0,nan,nan,nan
548,fa-en,ad,5,29.0,100.0,78.0,nan,nan,97.0,82.0,nan,nan,nan
549,fa-en,ad,5,64.0,96.0,80.0,nan,nan,100.0,100.0,nan,nan,nan
550,fa-en,ad,5,45.0,75.0,68.0,nan,nan,50.0,76.0,nan,nan,nan
551,fa-en,ad,5,86.0,93.0,94.0,nan,nan,100.0,100.0,nan,nan,nan
552,fa-en,ad,5,52.0,100.0,86.0,nan,nan,97.0,90.0,nan,nan,nan
553,fa-en,ad,5,46.0,100.0,89.0,nan,nan,96.0,85.0,nan,nan,nan
554,fa-en,ad,5,54.0,100.0,92.0,nan,nan,85.0,91.0,nan,nan,nan
555,fa-en,ad,5,51.0,75.0,73.0,nan,nan,49.0,58.0,nan,nan,nan
556,fa-en,ad,5,39.0,95.0,82.0,nan,nan,62.0,81.0,nan,nan,nan
557,fa-en,ad,5,41.0,75.0,58.0,nan,nan,64.0,59.0,nan,nan,nan
558,fa-en,ad,5,24.0,75.0,57.0,nan,nan,48.0,24.0,nan,nan,nan
559,fa-en,ad,5,77.0,86.0,100.0,nan,nan,100.0,100.0,nan,nan,nan
560,fa-en,ad,5,25.0,69.0,53.0,nan,nan,81.0,30.0,nan,nan,nan
561,fa-en,ad,5,44.0,100.0,91.0,nan,nan,100.0,94.0,nan,nan,nan
562,fa-en,ad,5,27.0,96.0,47.0,nan,nan,63.0,34.0,nan,nan,nan
563,fa-en,ad,5,43.0,96.0,41.0,nan,nan,39.0,66.0,nan,nan,nan
564,fa-en,ad,5,55.0,75.0,42.0,nan,nan,38.0,35.0,nan,nan,nan
565,fa-en,ad,5,53.0,100.0,88.0,nan,nan,100.0,100.0,nan,nan,nan
566,fa-en,ad,5,50.0,93.0,92.0,nan,nan,97.0,100.0,nan,nan,nan
567,fa-en,ad,5,0.0,12.0,23.0,nan,nan,25.0,29.0,nan,nan,nan
568,fa-en,ad,5,47.0,48.0,84.0,nan,nan,35.0,38.0,nan,nan,nan
569,fa-en,ad,5,48.0,100.0,87.0,nan,nan,76.0,57.0,nan,nan,nan
570,fa-en,ad,5,37.0,52.0,62.0,nan,nan,27.0,20.0,nan,nan,nan
571,fa-en,ad,5,42.0,0.0,57.0,nan,nan,38.0,37.0,nan,nan,nan
572,fa-en,ad,5,55.0,100.0,100.0,nan,nan,97.0,100.0,nan,nan,nan
573,fa-en,ad,5,22.0,10.0,35.0,nan,nan,46.0,6.0,nan,nan,nan
574,fa-en,ad,5,46.0,74.0,44.0,nan,nan,46.0,33.0,nan,nan,nan
575,fa-en,ad,5,44.0,5.0,56.0,nan,nan,37.0,15.0,nan,nan,nan
576,fa-en,ad,5,42.0,6.0,71.0,nan,nan,49.0,39.0,nan,nan,nan
577,fa-en,ad,5,47.0,94.0,81.0,nan,nan,80.0,43.0,nan,nan,nan
578,fa-en,ad,5,72.0,100.0,82.0,nan,nan,100.0,100.0,nan,nan,nan
579,fa-en,ad,5,45.0,51.0,64.0,nan,nan,51.0,36.0,nan,nan,nan
580,fa-en,ad,5,24.0,4.0,68.0,nan,nan,4.0,39.0,nan,nan,nan
581,fa-en,ad,5,28.0,25.0,43.0,nan,nan,43.0,37.0,nan,nan,nan
582,fa-en,ad,5,47.0,75.0,71.0,nan,nan,51.0,69.0,nan,nan,nan
583,fa-en,ad,5,42.0,75.0,57.0,nan,nan,40.0,54.0,nan,nan,nan
584,fa-en,ad,5,50.0,94.0,90.0,nan,nan,100.0,59.0,nan,nan,nan
585,fa-en,ad,5,37.0,52.0,35.0,nan,nan,68.0,66.0,nan,nan,nan
586,fa-en,ad,5,44.0,75.0,94.0,nan,nan,63.0,84.0,nan,nan,nan
587,fa-en,ad,5,47.0,90.0,87.0,nan,nan,90.0,86.0,nan,nan,nan
588,fa-en,ad,5,50.0,100.0,73.0,nan,nan,96.0,85.0,nan,nan,nan
589,fa-en,ad,5,53.0,100.0,80.0,nan,nan,100.0,96.0,nan,nan,nan
590,fa-en,ad,5,36.0,53.0,53.0,nan,nan,39.0,17.0,nan,nan,nan
