SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26
479,ko-en,fl,10,nan,82.0,7.0,33.0,100.0,20.0,32.0,nan,nan,nan,nan,nan,28.0,23.0,nan,nan,nan,nan,nan,nan,1.0,nan,0.0,nan,nan,nan
480,ko-en,fl,10,nan,80.0,34.0,21.0,88.0,21.0,69.0,nan,nan,nan,nan,nan,63.0,99.0,nan,nan,nan,nan,nan,nan,20.0,nan,23.0,nan,nan,nan
481,ko-en,fl,10,nan,82.0,18.0,30.0,89.0,18.0,29.0,nan,nan,nan,nan,nan,29.0,31.0,nan,nan,nan,nan,nan,nan,11.0,nan,100.0,nan,nan,nan
482,ko-en,fl,10,nan,77.0,7.0,31.0,100.0,18.0,61.0,nan,nan,nan,nan,nan,68.0,36.0,nan,nan,nan,nan,nan,nan,16.0,nan,0.0,nan,nan,nan
483,ko-en,fl,10,nan,82.0,6.0,20.0,100.0,44.0,58.0,nan,nan,nan,nan,nan,35.0,28.0,nan,nan,nan,nan,nan,nan,32.0,nan,58.0,nan,nan,nan
484,ko-en,fl,10,nan,75.0,74.0,80.0,91.0,61.0,74.0,nan,nan,nan,nan,nan,90.0,76.0,nan,nan,nan,nan,nan,nan,90.0,nan,100.0,nan,nan,nan
485,ko-en,fl,10,nan,81.0,26.0,30.0,100.0,22.0,29.0,nan,nan,nan,nan,nan,68.0,12.0,nan,nan,nan,nan,nan,nan,30.0,nan,3.0,nan,nan,nan
486,ko-en,fl,10,nan,75.0,98.0,100.0,100.0,63.0,100.0,nan,nan,nan,nan,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,85.0,nan,100.0,nan,nan,nan
487,ko-en,fl,10,nan,81.0,100.0,100.0,100.0,68.0,100.0,nan,nan,nan,nan,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
488,ko-en,fl,10,nan,76.0,1.0,39.0,100.0,24.0,28.0,nan,nan,nan,nan,nan,35.0,6.0,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan
489,ko-en,fl,10,nan,83.0,99.0,100.0,100.0,99.0,80.0,nan,nan,nan,nan,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
490,ko-en,fl,10,nan,76.0,99.0,76.0,100.0,72.0,40.0,nan,nan,nan,nan,nan,98.0,99.0,nan,nan,nan,nan,nan,nan,99.0,nan,100.0,nan,nan,nan
491,ko-en,fl,10,nan,40.0,6.0,32.0,81.0,32.0,nan,13.0,41.0,nan,98.0,nan,nan,nan,16.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
492,ko-en,fl,10,nan,79.0,93.0,72.0,100.0,54.0,nan,86.0,72.0,nan,77.0,nan,nan,nan,90.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
493,ko-en,fl,10,nan,63.0,69.0,31.0,90.0,53.0,nan,94.0,73.0,nan,57.0,nan,nan,nan,50.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
494,ko-en,fl,10,nan,90.0,100.0,68.0,100.0,56.0,nan,100.0,100.0,nan,100.0,nan,nan,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
495,ko-en,fl,10,nan,72.0,11.0,30.0,88.0,53.0,nan,38.0,32.0,nan,59.0,nan,nan,nan,0.0,69.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
496,ko-en,fl,10,nan,78.0,94.0,83.0,100.0,55.0,nan,96.0,100.0,nan,100.0,nan,nan,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
497,ko-en,fl,10,nan,61.0,39.0,36.0,89.0,25.0,nan,39.0,47.0,nan,100.0,nan,nan,nan,25.0,84.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
498,ko-en,fl,10,nan,90.0,98.0,90.0,89.0,61.0,nan,100.0,100.0,nan,100.0,nan,nan,nan,88.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
499,ko-en,fl,10,nan,38.0,19.0,28.0,89.0,42.0,nan,6.0,55.0,nan,100.0,nan,nan,nan,10.0,88.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
500,ko-en,fl,10,nan,97.0,100.0,89.0,100.0,73.0,nan,100.0,100.0,nan,100.0,nan,nan,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
501,ko-en,fl,10,nan,98.0,99.0,95.0,100.0,54.0,nan,100.0,100.0,nan,100.0,nan,nan,nan,94.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
502,ko-en,fl,10,nan,22.0,5.0,14.0,90.0,19.0,nan,6.0,34.0,nan,0.0,nan,nan,nan,16.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
503,ko-en,fl,10,nan,83.0,92.0,96.0,90.0,54.0,nan,91.0,100.0,nan,100.0,nan,nan,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
504,ko-en,fl,10,nan,0.0,0.0,7.0,14.0,5.0,nan,5.0,16.0,nan,50.0,nan,nan,nan,25.0,86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
505,ko-en,fl,10,nan,57.0,55.0,33.0,76.0,38.0,nan,43.0,41.0,nan,84.0,nan,nan,nan,39.0,53.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
506,ko-en,fl,10,nan,73.0,46.0,22.0,88.0,36.0,nan,36.0,39.0,nan,80.0,nan,nan,nan,14.0,34.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
507,ko-en,fl,10,nan,99.0,95.0,85.0,100.0,59.0,nan,100.0,100.0,nan,100.0,nan,nan,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
508,ko-en,fl,10,nan,79.0,9.0,27.0,76.0,26.0,nan,52.0,33.0,nan,74.0,nan,nan,nan,16.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
509,ko-en,fl,10,nan,39.0,11.0,5.0,66.0,21.0,nan,24.0,12.0,nan,0.0,nan,nan,nan,7.0,23.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
510,ko-en,fl,10,nan,62.0,62.0,34.0,82.0,26.0,nan,46.0,24.0,nan,79.0,nan,nan,nan,41.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
511,ko-en,fl,10,nan,75.0,8.0,19.0,80.0,18.0,nan,4.0,32.0,nan,24.0,nan,nan,nan,18.0,4.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
512,ko-en,fl,10,nan,71.0,7.0,32.0,78.0,11.0,nan,47.0,38.0,nan,60.0,nan,nan,nan,25.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
513,ko-en,fl,10,nan,78.0,80.0,18.0,79.0,23.0,nan,96.0,90.0,nan,100.0,nan,nan,nan,75.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
514,ko-en,fl,10,nan,57.0,12.0,23.0,90.0,24.0,nan,26.0,57.0,nan,94.0,nan,nan,nan,0.0,61.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
515,ko-en,fl,10,nan,73.0,41.0,30.0,90.0,55.0,nan,44.0,58.0,nan,75.0,nan,nan,nan,25.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
516,ko-en,fl,10,nan,75.0,37.0,43.0,91.0,47.0,nan,61.0,48.0,nan,100.0,nan,nan,nan,37.0,86.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
517,ko-en,fl,10,nan,58.0,55.0,43.0,83.0,38.0,nan,75.0,100.0,nan,38.0,nan,nan,nan,53.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
518,ko-en,fl,10,nan,71.0,19.0,61.0,87.0,46.0,nan,46.0,54.0,nan,42.0,nan,nan,nan,25.0,64.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
519,ko-en,fl,10,nan,64.0,17.0,41.0,76.0,39.0,nan,44.0,47.0,nan,100.0,nan,nan,nan,21.0,78.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
520,ko-en,fl,10,nan,39.0,8.0,28.0,77.0,28.0,nan,13.0,33.0,nan,25.0,nan,nan,nan,0.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
521,ko-en,fl,10,nan,44.0,5.0,16.0,86.0,11.0,nan,19.0,20.0,nan,72.0,nan,nan,nan,34.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
522,ko-en,fl,10,nan,44.0,0.0,27.0,33.0,13.0,nan,37.0,34.0,nan,87.0,nan,nan,nan,25.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
523,ko-en,fl,10,nan,61.0,78.0,39.0,89.0,54.0,nan,92.0,47.0,nan,95.0,nan,nan,nan,38.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
524,ko-en,fl,10,nan,66.0,75.0,34.0,78.0,44.0,nan,76.0,40.0,nan,100.0,nan,nan,nan,39.0,95.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
525,ko-en,fl,10,nan,45.0,15.0,32.0,71.0,23.0,nan,36.0,26.0,nan,70.0,nan,nan,nan,22.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
526,ko-en,fl,10,nan,73.0,86.0,38.0,87.0,44.0,nan,77.0,71.0,nan,85.0,nan,nan,nan,50.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
527,ko-en,fl,10,nan,70.0,31.0,31.0,89.0,25.0,nan,54.0,42.0,nan,82.0,nan,nan,nan,26.0,63.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
528,ko-en,fl,10,nan,36.0,83.0,28.0,88.0,25.0,nan,41.0,44.0,nan,83.0,nan,nan,nan,42.0,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
529,ko-en,fl,10,nan,76.0,85.0,22.0,88.0,45.0,nan,96.0,100.0,nan,62.0,nan,nan,nan,63.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
530,ko-en,fl,10,nan,42.0,11.0,29.0,87.0,23.0,nan,29.0,38.0,nan,93.0,nan,nan,nan,36.0,79.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
531,ko-en,fl,10,nan,72.0,80.0,14.0,60.0,31.0,nan,63.0,100.0,nan,88.0,nan,nan,nan,45.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
532,ko-en,fl,10,nan,86.0,61.0,28.0,64.0,34.0,nan,53.0,59.0,nan,64.0,nan,nan,nan,56.0,24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
533,ko-en,fl,10,nan,92.0,95.0,76.0,100.0,25.0,nan,95.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
534,ko-en,fl,10,nan,92.0,96.0,89.0,100.0,78.0,nan,100.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
535,ko-en,fl,10,nan,93.0,96.0,77.0,100.0,75.0,nan,61.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
536,ko-en,fl,10,nan,67.0,96.0,64.0,81.0,43.0,nan,52.0,59.0,nan,nan,nan,nan,67.0,nan,84.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
537,ko-en,fl,10,nan,75.0,90.0,64.0,91.0,38.0,nan,42.0,72.0,nan,nan,nan,nan,76.0,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
538,ko-en,fl,10,nan,86.0,95.0,65.0,100.0,74.0,nan,86.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
539,ko-en,fl,10,nan,87.0,84.0,41.0,72.0,68.0,nan,54.0,65.0,nan,nan,nan,nan,71.0,nan,96.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
540,ko-en,fl,10,nan,83.0,99.0,83.0,100.0,72.0,nan,96.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,51.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
541,ko-en,fl,10,nan,87.0,60.0,28.0,76.0,56.0,nan,63.0,54.0,nan,nan,nan,nan,43.0,nan,68.0,59.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
542,ko-en,fl,10,nan,76.0,62.0,34.0,81.0,74.0,nan,88.0,70.0,nan,nan,nan,nan,99.0,nan,82.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
543,ko-en,fl,10,nan,84.0,75.0,89.0,100.0,32.0,nan,75.0,54.0,nan,nan,nan,nan,100.0,nan,100.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
544,ko-en,fl,10,nan,25.0,3.0,7.0,36.0,27.0,nan,25.0,42.0,nan,nan,nan,nan,24.0,nan,39.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
545,ko-en,fl,10,nan,83.0,59.0,17.0,100.0,24.0,nan,80.0,75.0,nan,nan,nan,nan,22.0,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
546,ko-en,fl,10,nan,82.0,3.0,14.0,87.0,25.0,nan,37.0,41.0,nan,nan,nan,nan,13.0,nan,100.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
547,ko-en,fl,10,nan,34.0,4.0,30.0,94.0,24.0,nan,39.0,47.0,nan,nan,nan,nan,8.0,nan,100.0,52.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
548,ko-en,fl,10,nan,80.0,95.0,29.0,100.0,25.0,nan,92.0,74.0,nan,nan,nan,nan,100.0,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
549,ko-en,fl,10,nan,77.0,97.0,70.0,100.0,73.0,nan,91.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
550,ko-en,fl,10,nan,37.0,16.0,26.0,89.0,24.0,nan,63.0,40.0,nan,nan,nan,nan,18.0,nan,59.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
551,ko-en,fl,10,nan,86.0,71.0,75.0,90.0,78.0,nan,74.0,99.0,nan,nan,nan,nan,99.0,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
552,ko-en,fl,10,nan,88.0,97.0,94.0,100.0,38.0,nan,93.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
553,ko-en,fl,10,nan,91.0,23.0,54.0,94.0,21.0,nan,51.0,53.0,nan,nan,nan,nan,18.0,nan,88.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
554,ko-en,fl,10,nan,39.0,81.0,40.0,85.0,27.0,nan,58.0,63.0,nan,nan,nan,nan,18.0,nan,71.0,60.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
555,ko-en,fl,10,nan,22.0,19.0,36.0,89.0,20.0,nan,26.0,45.0,nan,nan,nan,nan,28.0,nan,45.0,89.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
556,ko-en,fl,10,nan,95.0,97.0,86.0,100.0,68.0,nan,96.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
557,ko-en,fl,10,nan,33.0,16.0,34.0,90.0,34.0,nan,38.0,42.0,nan,nan,nan,nan,37.0,nan,82.0,92.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
558,ko-en,fl,10,nan,74.0,56.0,32.0,79.0,29.0,nan,53.0,43.0,nan,nan,nan,nan,24.0,nan,93.0,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
559,ko-en,fl,10,nan,89.0,97.0,85.0,100.0,75.0,nan,95.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
560,ko-en,fl,10,nan,86.0,28.0,37.0,91.0,27.0,nan,43.0,57.0,nan,nan,nan,nan,100.0,nan,68.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
561,ko-en,fl,10,nan,86.0,56.0,22.0,79.0,31.0,nan,54.0,45.0,nan,nan,nan,nan,100.0,nan,81.0,100.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
562,ko-en,fl,10,nan,88.0,99.0,63.0,100.0,58.0,nan,95.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,97.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
563,ko-en,fl,10,nan,83.0,36.0,35.0,88.0,39.0,nan,79.0,100.0,nan,nan,nan,nan,100.0,nan,91.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
564,ko-en,fl,10,nan,82.0,40.0,85.0,83.0,42.0,nan,100.0,90.0,nan,nan,nan,nan,99.0,nan,93.0,96.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
565,ko-en,fl,10,nan,77.0,22.0,20.0,88.0,59.0,nan,100.0,79.0,nan,nan,nan,nan,65.0,nan,100.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
566,ko-en,fl,10,nan,76.0,94.0,65.0,100.0,62.0,nan,100.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
567,ko-en,fl,10,nan,83.0,90.0,35.0,100.0,38.0,nan,87.0,100.0,nan,nan,nan,nan,31.0,nan,100.0,98.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
568,ko-en,fl,10,nan,90.0,87.0,42.0,100.0,35.0,nan,60.0,55.0,nan,nan,nan,nan,100.0,nan,100.0,47.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
569,ko-en,fl,10,nan,34.0,44.0,33.0,88.0,31.0,nan,18.0,60.0,nan,nan,nan,nan,66.0,nan,89.0,52.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
570,ko-en,fl,10,nan,21.0,45.0,41.0,88.0,38.0,nan,82.0,46.0,nan,nan,nan,nan,32.0,nan,79.0,55.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
571,ko-en,fl,10,nan,40.0,25.0,29.0,93.0,32.0,nan,34.0,43.0,nan,nan,nan,nan,29.0,nan,81.0,94.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
572,ko-en,fl,10,nan,100.0,98.0,90.0,100.0,98.0,nan,100.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,99.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
573,ko-en,fl,10,nan,81.0,76.0,42.0,91.0,31.0,nan,26.0,67.0,nan,nan,nan,nan,27.0,nan,97.0,nan,40.0,nan,nan,nan,nan,nan,nan,nan,nan
574,ko-en,fl,10,nan,77.0,75.0,30.0,92.0,27.0,nan,55.0,83.0,nan,nan,nan,nan,52.0,nan,94.0,nan,48.0,nan,nan,nan,nan,nan,nan,nan,nan
575,ko-en,fl,10,nan,49.0,24.0,30.0,65.0,28.0,nan,43.0,48.0,nan,nan,nan,nan,17.0,nan,41.0,nan,26.0,nan,nan,nan,nan,nan,nan,nan,nan
576,ko-en,fl,10,nan,36.0,21.0,33.0,67.0,44.0,nan,63.0,59.0,nan,nan,nan,nan,34.0,nan,87.0,nan,41.0,nan,nan,nan,nan,nan,nan,nan,nan
577,ko-en,fl,10,nan,53.0,8.0,25.0,38.0,37.0,nan,40.0,46.0,nan,nan,nan,nan,6.0,nan,53.0,nan,23.0,nan,nan,nan,nan,nan,nan,nan,nan
578,ko-en,fl,10,nan,90.0,76.0,62.0,100.0,71.0,nan,100.0,96.0,nan,nan,nan,nan,99.0,nan,100.0,nan,47.0,nan,nan,nan,nan,nan,nan,nan,nan
579,ko-en,fl,10,nan,79.0,20.0,34.0,73.0,42.0,nan,64.0,58.0,nan,nan,nan,nan,27.0,nan,74.0,nan,41.0,nan,nan,nan,nan,nan,nan,nan,nan
580,ko-en,fl,10,nan,45.0,33.0,30.0,94.0,61.0,nan,100.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,nan,61.0,nan,nan,nan,nan,nan,nan,nan,nan
581,ko-en,fl,10,nan,75.0,57.0,29.0,70.0,34.0,nan,100.0,53.0,nan,nan,nan,nan,24.0,nan,73.0,nan,39.0,nan,nan,nan,nan,nan,nan,nan,nan
582,ko-en,fl,10,nan,62.0,11.0,22.0,84.0,28.0,nan,60.0,53.0,nan,nan,nan,nan,44.0,nan,47.0,nan,31.0,nan,nan,nan,nan,nan,nan,nan,nan
583,ko-en,fl,10,nan,21.0,10.0,15.0,36.0,31.0,nan,14.0,100.0,nan,nan,nan,nan,7.0,nan,79.0,nan,41.0,nan,nan,nan,nan,nan,nan,nan,nan
584,ko-en,fl,10,nan,95.0,94.0,78.0,100.0,65.0,nan,100.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,nan,89.0,nan,nan,nan,nan,nan,nan,nan,nan
585,ko-en,fl,10,nan,84.0,57.0,68.0,100.0,61.0,nan,84.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,nan,74.0,nan,nan,nan,nan,nan,nan,nan,nan
586,ko-en,fl,10,nan,82.0,77.0,59.0,100.0,65.0,nan,100.0,98.0,nan,nan,nan,nan,100.0,nan,100.0,nan,56.0,nan,nan,nan,nan,nan,nan,nan,nan
587,ko-en,fl,10,nan,80.0,92.0,69.0,100.0,55.0,nan,98.0,100.0,nan,nan,nan,nan,98.0,nan,100.0,nan,55.0,nan,nan,nan,nan,nan,nan,nan,nan
588,ko-en,fl,10,nan,80.0,87.0,67.0,89.0,58.0,nan,94.0,87.0,nan,nan,nan,nan,98.0,nan,100.0,nan,56.0,nan,nan,nan,nan,nan,nan,nan,nan
589,ko-en,fl,10,nan,82.0,96.0,41.0,100.0,61.0,nan,90.0,100.0,nan,nan,nan,nan,98.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,nan,nan
590,ko-en,fl,10,nan,76.0,5.0,40.0,89.0,33.0,nan,19.0,58.0,nan,nan,nan,nan,21.0,nan,9.0,nan,43.0,nan,nan,nan,nan,nan,nan,nan,nan
591,ko-en,fl,10,nan,84.0,75.0,36.0,91.0,60.0,nan,87.0,74.0,nan,nan,nan,nan,99.0,nan,100.0,nan,47.0,nan,nan,nan,nan,nan,nan,nan,nan
592,ko-en,fl,10,nan,80.0,10.0,25.0,89.0,32.0,nan,28.0,63.0,nan,nan,nan,nan,21.0,nan,60.0,nan,43.0,nan,nan,nan,nan,nan,nan,nan,nan
593,ko-en,fl,10,nan,81.0,90.0,39.0,100.0,61.0,nan,93.0,54.0,nan,nan,nan,nan,47.0,nan,95.0,nan,56.0,nan,nan,nan,nan,nan,nan,nan,nan
594,ko-en,fl,10,nan,22.0,89.0,29.0,80.0,22.0,nan,76.0,57.0,nan,nan,nan,nan,25.0,nan,17.0,nan,75.0,nan,nan,nan,nan,nan,nan,nan,nan
595,ko-en,fl,10,nan,99.0,89.0,74.0,100.0,67.0,nan,100.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,nan,nan
596,ko-en,fl,10,nan,75.0,93.0,32.0,91.0,37.0,nan,63.0,67.0,nan,nan,nan,nan,8.0,nan,95.0,nan,46.0,nan,nan,nan,nan,nan,nan,nan,nan
597,ko-en,fl,10,nan,75.0,98.0,94.0,100.0,70.0,nan,100.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,nan,nan
598,ko-en,fl,10,nan,86.0,88.0,94.0,100.0,73.0,nan,100.0,100.0,nan,nan,nan,nan,99.0,nan,96.0,nan,100.0,nan,nan,nan,nan,nan,nan,nan,nan
599,ko-en,fl,10,nan,79.0,16.0,42.0,89.0,37.0,nan,44.0,36.0,nan,nan,nan,nan,39.0,nan,89.0,nan,42.0,nan,nan,nan,nan,nan,nan,nan,nan
600,ko-en,fl,10,nan,92.0,92.0,48.0,100.0,68.0,nan,100.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,nan,nan
601,ko-en,fl,10,nan,81.0,58.0,37.0,100.0,44.0,nan,62.0,58.0,nan,nan,nan,nan,100.0,nan,94.0,nan,100.0,nan,nan,nan,nan,nan,nan,nan,nan
602,ko-en,fl,10,nan,83.0,42.0,32.0,100.0,75.0,nan,83.0,81.0,nan,nan,nan,nan,99.0,nan,100.0,nan,75.0,nan,nan,nan,nan,nan,nan,nan,nan
603,ko-en,fl,10,nan,85.0,26.0,23.0,90.0,45.0,nan,71.0,57.0,nan,nan,nan,nan,99.0,nan,95.0,nan,37.0,nan,nan,nan,nan,nan,nan,nan,nan
604,ko-en,fl,10,nan,24.0,12.0,16.0,79.0,23.0,nan,25.0,38.0,nan,nan,nan,nan,16.0,nan,28.0,nan,39.0,nan,nan,nan,nan,nan,nan,nan,nan
605,ko-en,fl,10,nan,85.0,93.0,59.0,100.0,68.0,nan,89.0,80.0,nan,nan,nan,nan,99.0,nan,97.0,nan,75.0,nan,nan,nan,nan,nan,nan,nan,nan
606,ko-en,fl,10,nan,85.0,95.0,87.0,100.0,83.0,nan,90.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,nan,100.0,nan,nan,nan,nan,nan,nan,nan,nan
607,ko-en,fl,10,nan,89.0,94.0,91.0,100.0,61.0,nan,100.0,100.0,nan,nan,nan,nan,100.0,nan,100.0,nan,89.0,nan,nan,nan,nan,nan,nan,nan,nan
608,ko-en,fl,10,nan,86.0,15.0,34.0,88.0,30.0,nan,13.0,52.0,nan,nan,nan,nan,19.0,nan,38.0,nan,43.0,nan,nan,nan,nan,nan,nan,nan,nan
609,ko-en,fl,10,nan,87.0,89.0,54.0,100.0,66.0,nan,75.0,100.0,nan,nan,nan,nan,99.0,nan,100.0,nan,46.0,nan,nan,nan,nan,nan,nan,nan,nan
610,ko-en,fl,10,nan,25.0,8.0,13.0,87.0,29.0,nan,14.0,49.0,nan,nan,nan,nan,24.0,nan,19.0,nan,43.0,nan,nan,nan,nan,nan,nan,nan,nan
611,ko-en,fl,10,nan,84.0,57.0,37.0,100.0,40.0,nan,35.0,62.0,nan,nan,nan,nan,99.0,nan,100.0,nan,65.0,nan,nan,nan,nan,nan,nan,nan,nan
612,ko-en,fl,10,nan,37.0,14.0,29.0,81.0,22.0,nan,11.0,33.0,nan,nan,nan,nan,16.0,nan,44.0,nan,47.0,nan,nan,nan,nan,nan,nan,nan,nan
613,ko-en,fl,10,nan,83.0,75.0,27.0,95.0,21.0,nan,32.0,41.0,nan,nan,nan,nan,24.0,nan,38.0,nan,45.0,nan,nan,nan,nan,nan,nan,nan,nan
614,ko-en,fl,10,nan,84.0,95.0,44.0,100.0,79.0,nan,96.0,100.0,nan,nan,nan,nan,100.0,nan,97.0,nan,47.0,nan,nan,nan,nan,nan,nan,nan,nan
